name,rating,price,capacity,price/gb,type,cache,form factor,interface,link
"Toshiba DT01ACA050 500 GB 3.5"" 7200 RPM Internal Hard Drive",4.5,$32.59,500 GB,$0.065,7200 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B008H343YG?tag=bgfg-pc-builder-us-20
Corsair MP600 GS 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$170.76,2 TB,$0.074,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BJKVNB38?tag=bgfg-pc-builder-us-20
Lexar Professional NM800PRO 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$219.99,2 TB,$0.110,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0B7LDSHMX?tag=bgfg-pc-builder-us-20
"Western Digital Red Pro 4 TB 3.5"" 7200 RPM Internal Hard Drive",,$134.99,4 TB,$0.032,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0D1V6F7Y9?tag=bgfg-pc-builder-us-20
TEAMGROUP MS30 256 GB M.2-2280 SATA Solid State Drive,3.8,$18.98,256 GB,$0.074,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/dp/B07H23ZD94?tag=bgfg-pc-builder-us-20
Sabrent Rocket 256 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,$44.99,256 GB,$0.176,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B07KGLN3HN?tag=bgfg-pc-builder-us-20
"PNY CS900 120 GB 2.5"" Solid State Drive",4.6,$15.99,120 GB,$0.133,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0722XPTL6?tag=bgfg-pc-builder-us-20
"Seagate IronWolf Pro 8 TB 3.5"" 7200 RPM Internal Hard Drive",5.0,$239.09,8 TB,$0.028,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07SRVXPQ2?tag=bgfg-pc-builder-us-20
"Seagate ST1000LM035 1 TB 2.5"" 5400 RPM Internal Hard Drive",4.4,$41.95,1 TB,$0.042,5400 RPM,128 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01C4W29XC?tag=bgfg-pc-builder-us-20
Crucial P5 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.9,$79.98,500 GB,$0.160,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B087QTMXS7?tag=bgfg-pc-builder-us-20
Inland Platinum 4 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$459.99,4 TB,$0.115,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B08FT8LFNM?tag=bgfg-pc-builder-us-20
Western Digital Red 4 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.0,$685.00,4 TB,$0.125,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B09H1M6ZRT?tag=bgfg-pc-builder-us-20
Inland TN320 512 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$31.99,512 GB,$0.062,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B0BRQTBST8?tag=bgfg-pc-builder-us-20
"Toshiba MQ04ABF100 1 TB 2.5"" 5400 RPM Internal Hard Drive",,$36.67,1 TB,$0.037,5400 RPM,128 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07D2XR1CS?tag=bgfg-pc-builder-us-20
Samsung 960 Pro 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,,1 TB,N/A,SSD,1024 MB,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Samsung+960+Pro+1+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Patriot Viper VP4300 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$214.99,2 TB,$0.107,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B08YZ6JCPH?tag=bgfg-pc-builder-us-20
ADATA XPG SX8200 Pro 256 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.7,$78.23,256 GB,$0.156,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B07K1MDMF3?tag=bgfg-pc-builder-us-20
"Western Digital Green 2 TB 2.5"" Solid State Drive",,$167.99,2 TB,$0.084,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B086NKQ389?tag=bgfg-pc-builder-us-20
ADATA Legend 960 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$199.99,2 TB,$0.100,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BFC9V7P9?tag=bgfg-pc-builder-us-20
Corsair MP600 PRO LPX 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$435.99,4 TB,$0.070,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BWYXHRKX?tag=bgfg-pc-builder-us-20
"Western Digital Caviar Black 1 TB 3.5"" 7200 RPM Internal Hard Drive",4.7,$98.03,1 TB,$0.098,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0036Q7MV0?tag=bgfg-pc-builder-us-20
"Seagate Surveillance HDD 2 TB 3.5"" 5900 RPM Internal Hard Drive",4.0,,2 TB,N/A,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+Surveillance+HDD+2+TB+3.5%22+5900+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
Crucial MX500 500 GB M.2-2280 SATA Solid State Drive,4.8,,500 GB,N/A,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/s?k=Crucial+MX500+500+GB+M.2-2280+SATA+Solid+State+Drive&tag=bgfg-pc-builder-us-20
MSI SPATIUM M580 FROZR 2 TB M.2-2280 PCIe 5.0 X4 NVME Solid State Drive,,$279.99,2 TB,$0.140,SSD,4096 MB,M.2-2280,M.2 PCIe 5.0 X4,https://www.amazon.com/dp/B0D546CC69?tag=bgfg-pc-builder-us-20
Addlink S70 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,$87.99,1 TB,$0.088,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B07K7LRB2T?tag=bgfg-pc-builder-us-20
"Western Digital Black 4 TB 3.5"" 7200 RPM Internal Hard Drive",4.8,$190.00,4 TB,$0.048,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00FJRS5BA?tag=bgfg-pc-builder-us-20
"Samsung 750 EVO 250 GB 2.5"" Solid State Drive",4.6,,250 GB,N/A,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Samsung+750+EVO+250+GB+2.5%22+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Integral M3 Series Plus 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Integral+M3+Series+Plus+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Seagate IronWolf Pro 10 TB 3.5"" 7200 RPM Internal Hard Drive",,$269.99,10 TB,$0.027,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07J34J785?tag=bgfg-pc-builder-us-20
"Toshiba HDKBB96 1 TB 2.5"" 5400 RPM Internal Hard Drive",5.0,$48.90,1 TB,$0.049,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0089NK7TO?tag=bgfg-pc-builder-us-20
"Seagate BarraCuda 250 GB 3.5"" 7200 RPM Internal Hard Drive",4.1,$67.99,250 GB,$0.272,7200 RPM,16 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+BarraCuda+250+GB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
Western Digital Western Digital PC SN730 NVMe M.2 2280 256GB PCIe Gen3 x4 NVMe v1.3 3D NAND Internal Solid State Drive (SSD) SDBPNTY-256G 256 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$43.99,256 GB,$0.172,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B09X2V87J6?tag=bgfg-pc-builder-us-20
Corsair MP600 ELITE PS5 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$94.99,1 TB,$0.095,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0CSG8QMNG?tag=bgfg-pc-builder-us-20
Seagate FireCuda 530 500 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$122.68,500 GB,$0.169,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B08Q4X1HRJ?tag=bgfg-pc-builder-us-20
"Seagate IronWolf NAS 2 TB 3.5"" 5400 RPM Internal Hard Drive",,,2 TB,N/A,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Seagate+IronWolf+NAS+2+TB+3.5%22+5400+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Western Digital Blue 2 TB 3.5"" 5400 RPM Internal Hard Drive",4.5,$61.99,2 TB,$0.031,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Western+Digital+Blue+2+TB+3.5%22+5400+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Western Digital Purple 4 TB 3.5"" 5400 RPM Internal Hard Drive",,$99.99,4 TB,$0.024,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0C4X6RDV8?tag=bgfg-pc-builder-us-20
HP FX900 Pro 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$249.99,4 TB,$0.062,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BV92XSMG?tag=bgfg-pc-builder-us-20
Western Digital Blue SN550 250 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.8,$39.99,250 GB,$0.160,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B07YFF8879?tag=bgfg-pc-builder-us-20
"Seagate IronWolf Pro NAS 18 TB 3.5"" 7200 RPM Internal Hard Drive",,$314.99,18 TB,$0.017,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0B94MRX2H?tag=bgfg-pc-builder-us-20
TEAMGROUP MP34 4 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$388.99,4 TB,$0.087,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B08Z7LN8NM?tag=bgfg-pc-builder-us-20
"ADATA Ultimate SU650 480 GB 2.5"" Solid State Drive",,$33.95,480 GB,$0.071,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07HB4YSWD?tag=bgfg-pc-builder-us-20
Micron 7400 PRO 3.84 TB M.2-22110 PCIe 4.0 X4 NVME Solid State Drive,,$730.99,3.84 TB,$0.190,SSD,N/A,M.2-22110,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=Micron+7400+PRO+3.84+TB+M.2-22110+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Western Digital Red SA500 4 TB 2.5"" Solid State Drive",,$409.99,4 TB,$0.102,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07YFGTXHT?tag=bgfg-pc-builder-us-20
OWC Aura Ultra IV 8 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,8 TB,$0.137,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=OWC+Aura+Ultra+IV+8+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Sabrent Rocket 4 Plus G 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$700.24,4 TB,$0.175,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BJ1283X8?tag=bgfg-pc-builder-us-20
"SK Hynix Gold S31 1000 1 TB 2.5"" Solid State Drive",4.9,$97.99,1 TB,$0.098,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07SNHB4RC?tag=bgfg-pc-builder-us-20
FanXiang S500 Pro 256 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$21.99,256 GB,$0.086,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B0B55SWRCY?tag=bgfg-pc-builder-us-20
"Western Digital WDBMYH0010BNC-NRSN 1 TB 2.5"" 5400 RPM Internal Hard Drive",,$39.99,1 TB,$0.040,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,https://www.amazon.com/dp/B00D901NX6?tag=bgfg-pc-builder-us-20
"Seagate Enterprise Capacity 10 TB 3.5"" 7200 RPM Internal Hard Drive",4.5,$235.00,10 TB,$0.024,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01LXXV880?tag=bgfg-pc-builder-us-20
Timetec 35TTFP6PCIE 512 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$34.99,512 GB,$0.068,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B08GJDHKJG?tag=bgfg-pc-builder-us-20
Samsung PM961 512 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,$200.00,512 GB,$0.391,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B06XJ95YVR?tag=bgfg-pc-builder-us-20
"Seagate IronWolf Pro 12 TB 3.5"" 7200 RPM Internal Hard Drive",,$289.99,12 TB,$0.024,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07J3212N5?tag=bgfg-pc-builder-us-20
"Western Digital Red Pro 16 TB 3.5"" 7200 RPM Internal Hard Drive",5.0,$299.99,16 TB,$0.019,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B08K3VVKSW?tag=bgfg-pc-builder-us-20
"Seagate Constellation ES.3 1 TB 3.5"" 7200 RPM Internal Hard Drive",5.0,$94.99,1 TB,$0.095,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00A47FPL8?tag=bgfg-pc-builder-us-20
TEAMGROUP MS30 2 TB M.2-2280 SATA Solid State Drive,,$149.99,2 TB,$0.075,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/dp/B098T4JG95?tag=bgfg-pc-builder-us-20
"Seagate ST6000NM0024 6 TB 3.5"" 7200 RPM Internal Hard Drive",5.0,$135.00,6 TB,$0.022,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00JJIE8E8?tag=bgfg-pc-builder-us-20
"TEAMGROUP T-Force Vulcan Z 4 TB 2.5"" Solid State Drive",,$140.99,4 TB,$0.035,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0BYSHKSJY?tag=bgfg-pc-builder-us-20
Lexar NM790 w/Heatsink 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$74.98,1 TB,$0.075,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0CGKPPZY9?tag=bgfg-pc-builder-us-20
ADATA XPG GAMMIX S70 Blade 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$279.99,4 TB,$0.070,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0B2FSKTHK?tag=bgfg-pc-builder-us-20
Sabrent Rocket 4.0 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,4.9,$129.99,1 TB,$0.100,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B07TLYWMYW?tag=bgfg-pc-builder-us-20
Intel DC P4511 1 TB M.2-22110 PCIe 3.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-22110,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Intel+DC+P4511+1+TB+M.2-22110+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Samsung 860 Evo 1 TB M.2-2280 SATA Solid State Drive,4.8,$169.99,1 TB,$0.170,SSD,1024 MB,M.2-2280,M.2 SATA,https://www.amazon.com/dp/B07822Z77M?tag=bgfg-pc-builder-us-20
Western Digital Green 240 GB M.2-2280 SATA Solid State Drive,4.4,$49.49,240 GB,$0.146,SSD,N/A,M.2-2280,M.2 SATA,https://www.amazon.com/dp/B078WYS5K6?tag=bgfg-pc-builder-us-20
"Patriot P220 1 TB 2.5"" Solid State Drive",,$46.99,1 TB,$0.047,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0BS9Z2FFT?tag=bgfg-pc-builder-us-20
Inland Performance Plus 8 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$1019.99,8 TB,$0.127,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BDZWLBS4?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force GE PRO Graphene 8 TB M.2-2280 PCIe 5.0 X4 NVME Solid State Drive,,,8 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 5.0 X4,https://www.amazon.com/s?k=TEAMGROUP+T-Force+GE+PRO+Graphene+8+TB+M.2-2280+PCIe+5.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"TEAMGROUP GX2 1 TB 2.5"" Solid State Drive",4.8,$64.98,1 TB,$0.063,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07PX2KKHM?tag=bgfg-pc-builder-us-20
Corsair MP600 ELITE w/Heatsink 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$169.99,2 TB,$0.085,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0CSG79PBV?tag=bgfg-pc-builder-us-20
Corsair MP600 PRO XT 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,5.0,$155.99,1 TB,$0.125,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B09F5Z6BJ6?tag=bgfg-pc-builder-us-20
Samsung 960 Evo 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.9,$239.99,1 TB,$0.240,SSD,1024 MB,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B01LXS4TY6?tag=bgfg-pc-builder-us-20
"Toshiba MG09 512e 18 TB 3.5"" 7200 RPM Internal Hard Drive",,$304.99,18 TB,$0.017,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B093Z5LFWD?tag=bgfg-pc-builder-us-20
"Western Digital WD Blue 6 TB 3.5"" 5400 RPM Internal Hard Drive",,$109.99,6 TB,$0.018,5400 RPM,256 MB,"3.5""",SATA 3.0 Gb/s,https://www.amazon.com/dp/B0BNGL4BND?tag=bgfg-pc-builder-us-20
TEAMGROUP MP44 8 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$796.47,8 TB,$0.100,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0C4KQ57PV?tag=bgfg-pc-builder-us-20
"Seagate BarraCuda 4 TB 2.5"" 5400 RPM Internal Hard Drive",5.0,$123.50,4 TB,$0.030,5400 RPM,128 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01LZMUNGR?tag=bgfg-pc-builder-us-20
ADATA XPG GAMMIX S50 Core 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=ADATA+XPG+GAMMIX+S50+Core+1+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Western Digital SE 2 TB 3.5"" 7200 RPM Internal Hard Drive",3.7,$86.00,2 TB,$0.043,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B00CYSYZTS?tag=bgfg-pc-builder-us-20
Corsair MP700 1 TB M.2-2280 PCIe 5.0 X4 NVME Solid State Drive,,$149.99,1 TB,$0.150,SSD,N/A,M.2-2280,M.2 PCIe 5.0 X4,https://www.amazon.com/dp/B0C3VDBJXP?tag=bgfg-pc-builder-us-20
"Western Digital Red Pro 22 TB 3.5"" 7200 RPM Internal Hard Drive",,$599.99,22 TB,$0.027,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0B5W1CQ8W?tag=bgfg-pc-builder-us-20
"Western Digital Red Plus 3 TB 3.5"" 5400 RPM Internal Hard Drive",,$86.36,3 TB,$0.020,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0BDXQZTTV?tag=bgfg-pc-builder-us-20
Western Digital Black SN750 SE 500 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,4.9,$69.98,500 GB,$0.180,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B095H8XDXP?tag=bgfg-pc-builder-us-20
"Kingston KC600 1.024 TB 2.5"" Solid State Drive",,$122.80,1.024 TB,$0.120,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B07ZGWM58Q?tag=bgfg-pc-builder-us-20
ADATA LEGEND 970 2 TB M.2-2280 PCIe 5.0 X4 NVME Solid State Drive,,$329.12,2 TB,$0.165,SSD,N/A,M.2-2280,M.2 PCIe 5.0 X4,https://www.amazon.com/s?k=ADATA+LEGEND+970+2+TB+M.2-2280+PCIe+5.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
PNY CS3140 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$242.38,2 TB,$0.105,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B08TKRLY4W?tag=bgfg-pc-builder-us-20
"Toshiba MG04ACA200E 2 TB 3.5"" 7200 RPM Internal Hard Drive",,$132.36,2 TB,$0.066,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/s?k=Toshiba+MG04ACA200E+2+TB+3.5%22+7200+RPM+Internal+Hard+Drive&tag=bgfg-pc-builder-us-20
"Toshiba P300 3 TB 3.5"" 7200 RPM Internal Hard Drive",4.8,$83.96,3 TB,$0.028,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0151KM6F0?tag=bgfg-pc-builder-us-20
ADATA LEGEND 900 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,,2 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/s?k=ADATA+LEGEND+900+2+TB+M.2-2280+PCIe+4.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Intenso High Performance 120 GB 2.5"" Solid State Drive",,$31.14,120 GB,$0.260,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01D3ACJPW?tag=bgfg-pc-builder-us-20
Seagate FireCuda 530R w/Heatsink 2 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,5.0,$139.99,2 TB,$0.060,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0CWHFV66K?tag=bgfg-pc-builder-us-20
Patriot P400 Lite 250 GB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$23.99,250 GB,$0.096,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0BTDNL87X?tag=bgfg-pc-builder-us-20
KingSpec XG7000 4 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive,,$219.99,4 TB,$0.055,SSD,N/A,M.2-2280,M.2 PCIe 4.0 X4,https://www.amazon.com/dp/B0C58GTGPM?tag=bgfg-pc-builder-us-20
"Western Digital WD_BLACK 8 TB 3.5"" 7200 RPM Internal Hard Drive",,$179.99,8 TB,$0.022,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0D1V1SNDX?tag=bgfg-pc-builder-us-20
"Seagate IronWolf Pro 20 TB 3.5"" 7200 RPM Internal Hard Drive",,$499.99,20 TB,$0.020,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B09MKK1YCK?tag=bgfg-pc-builder-us-20
"ADATA SU800 1 TB 2.5"" Solid State Drive",4.7,$109.99,1 TB,$0.110,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01K8A29E6?tag=bgfg-pc-builder-us-20
"Western Digital Blue 2 TB 2.5"" Solid State Drive",5.0,$177.33,2 TB,$0.089,SSD,N/A,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B073SBRHH6?tag=bgfg-pc-builder-us-20
ADATA LEGEND 700 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,,1 TB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=ADATA+LEGEND+700+1+TB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
"Western Digital WD Blue 2 TB 3.5"" 5400 RPM Internal Hard Drive",,$54.99,2 TB,$0.027,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B0C4X1JLD4?tag=bgfg-pc-builder-us-20
"Seagate Barracuda Compute 2 TB 2.5"" 5400 RPM Internal Hard Drive",,$72.50,2 TB,$0.036,5400 RPM,128 MB,"2.5""",SATA 6.0 Gb/s,https://www.amazon.com/dp/B01C4W2P18?tag=bgfg-pc-builder-us-20
Samsung PM961 256 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,4.5,,256 GB,N/A,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/s?k=Samsung+PM961+256+GB+M.2-2280+PCIe+3.0+X4+NVME+Solid+State+Drive&tag=bgfg-pc-builder-us-20
Seagate BarraCuda Q5 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,,$194.23,2 TB,$0.097,SSD,N/A,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B08LB9TMYK?tag=bgfg-pc-builder-us-20
Samsung 960 Pro 512 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive,5.0,$219.99,512 GB,$0.430,SSD,512 MB,M.2-2280,M.2 PCIe 3.0 X4,https://www.amazon.com/dp/B01LXS4TYB?tag=bgfg-pc-builder-us-20
