name,rating,price,type,efficiency rating,wattage,modular,link
Cooler Master G Gold 650 V2 650 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,650 W,No,https://www.amazon.com/s?k=Cooler+Master+G+Gold+650+V2+650+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! Pure Power 11 500 W 80+ Gold Certified ATX Power Supply,4.8,$69.90,ATX,80+ Gold,500 W,No,https://www.amazon.com/dp/B07PL3LH4P?tag=bgfg-pc-builder-us-20
Corsair RM650e (2025) 650 W Fully Modular ATX Power Supply,,,ATX,N/A,650 W,Full,https://www.amazon.com/s?k=Corsair+RM650e+%282025%29+650+W+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! System Power 9 CM 400 W 80+ Bronze Certified Semi-modular ATX Power Supply,,$101.94,ATX,80+ Bronze,400 W,Semi,https://www.amazon.com/dp/B07V2D48JF?tag=bgfg-pc-builder-us-20
EVGA SuperNOVA 650 GT 650 W 80+ Gold Certified Fully Modular ATX Power Supply,4.5,$122.99,ATX,80+ Gold,650 W,Full,https://www.amazon.com/dp/B088SSX883?tag=bgfg-pc-builder-us-20
Corsair CX750M V2 (2017 Edition) 750 W 80+ Bronze Certified Semi-modular ATX Power Supply,4.4,$137.40,ATX,80+ Bronze,750 W,Semi,https://www.amazon.com/dp/B078M6D5CJ?tag=bgfg-pc-builder-us-20
EVGA 450 BR 450 W 80+ Bronze Certified ATX Power Supply,4.7,$44.99,ATX,80+ Bronze,450 W,No,https://www.amazon.com/dp/B07DTP6SLJ?tag=bgfg-pc-builder-us-20
Enermax REVOLUTION D.F. 2 850 W 80+ Gold Certified Fully Modular ATX Power Supply,,$129.99,ATX,80+ Gold,850 W,Full,https://www.amazon.com/dp/B0BVTBT25B?tag=bgfg-pc-builder-us-20
EVGA SuperNOVA 1000 G+ 1000 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,$179.99,ATX,80+ Gold,1000 W,Full,https://www.amazon.com/dp/B0797D5WHH?tag=bgfg-pc-builder-us-20
Thermaltake Toughpower GX3 850 W 80+ Gold Certified ATX Power Supply,,$89.99,ATX,80+ Gold,850 W,No,https://www.amazon.com/dp/B0CBQZFPL2?tag=bgfg-pc-builder-us-20
Asus ROG Strix Aura Edition 850 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,850 W,Full,https://www.amazon.com/s?k=Asus+ROG+Strix+Aura+Edition+850+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
EVGA GE 600 W 80+ Gold Certified ATX Power Supply,,$88.67,ATX,80+ Gold,600 W,No,https://www.amazon.com/dp/B0C1ZX644C?tag=bgfg-pc-builder-us-20
EVGA SuperNOVA 850 G2 850 W 80+ Gold Certified Fully Modular ATX Power Supply,4.9,$249.99,ATX,80+ Gold,850 W,Full,https://www.amazon.com/dp/B00IKDETOC?tag=bgfg-pc-builder-us-20
GAMDIAS KRATOS P1 G 750 W 80+ Gold Certified ATX Power Supply,,$79.98,ATX,80+ Gold,750 W,No,https://www.amazon.com/dp/B08W56VRL5?tag=bgfg-pc-builder-us-20
Thermaltake Toughpower SFX 850 W 80+ Platinum Certified Fully Modular SFX Power Supply,,$159.99,SFX,80+ Platinum,850 W,Full,https://www.amazon.com/dp/B0D2851VQD?tag=bgfg-pc-builder-us-20
Corsair HX1200i 1200 W 80+ Platinum Certified Fully Modular ATX Power Supply,4.9,$309.99,ATX,80+ Platinum,1200 W,Full,https://www.amazon.com/s?k=Corsair+HX1200i+1200+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master V SFX Platinum 1300 W 80+ Platinum Certified Fully Modular SFX Power Supply,,,SFX,80+ Platinum,1300 W,Full,https://www.amazon.com/s?k=Cooler+Master+V+SFX+Platinum+1300+W+80%2B+Platinum+Certified+Fully+Modular+SFX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic FOCUS GX-750 ATX 3.0 750 W 80+ Gold Certified Fully Modular ATX Power Supply,,$129.99,ATX,80+ Gold,750 W,Full,https://www.amazon.com/dp/B0C5B6PXJ7?tag=bgfg-pc-builder-us-20
Vida Lite 650 W ATX Power Supply,,,ATX,N/A,650 W,No,https://www.amazon.com/s?k=Vida+Lite+650+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Gigabyte P650SS 650 W 80+ Silver Certified ATX Power Supply,,,ATX,80+ Silver,650 W,No,https://www.amazon.com/s?k=Gigabyte+P650SS+650+W+80%2B+Silver+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Montech TITAN PLA 1200 W 80+ Platinum Certified Fully Modular ATX Power Supply,,,ATX,80+ Platinum,1200 W,Full,https://www.amazon.com/s?k=Montech+TITAN+PLA+1200+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermalright TG 650 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,650 W,Full,https://www.amazon.com/s?k=Thermalright+TG+650+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Corsair CX650F 650 W 80+ Bronze Certified Fully Modular ATX Power Supply,4.8,$78.84,ATX,80+ Bronze,650 W,Full,https://www.amazon.com/dp/B08FVFDYFD?tag=bgfg-pc-builder-us-20
EVGA SuperNOVA 650 G2 650 W 80+ Gold Certified Fully Modular ATX Power Supply,4.9,,ATX,80+ Gold,650 W,Full,https://www.amazon.com/s?k=EVGA+SuperNOVA+650+G2+650+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Super Flower Leadex V Platinum Pro 850 W 80+ Platinum Certified Fully Modular ATX Power Supply,,$119.99,ATX,80+ Platinum,850 W,Full,https://www.amazon.com/s?k=Super+Flower+Leadex+V+Platinum+Pro+850+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! Pure Power 11 300 W 80+ Bronze Certified ATX Power Supply,4.0,,ATX,80+ Bronze,300 W,No,https://www.amazon.com/s?k=be+quiet%21+Pure+Power+11+300+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Silverstone DA650 Gold 650 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,650 W,Full,https://www.amazon.com/s?k=Silverstone+DA650+Gold+650+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
PowerSpec PS 650BF 650 W 80+ Bronze Certified ATX Power Supply,4.5,$64.98,ATX,80+ Bronze,650 W,No,https://www.amazon.com/dp/B097BKYBXL?tag=bgfg-pc-builder-us-20
FSP Group VITA-850GM 850 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,850 W,Full,https://www.amazon.com/s?k=FSP+Group+VITA-850GM+850+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
SeaSonic FOCUS Plus Platinum 750 W 80+ Platinum Certified Fully Modular ATX Power Supply,4.9,$159.99,ATX,80+ Platinum,750 W,Full,https://www.amazon.com/dp/B074NB1PBZ?tag=bgfg-pc-builder-us-20
Corsair RM750x 750 W 80+ Gold Certified Fully Modular ATX Power Supply,4.8,$170.00,ATX,80+ Gold,750 W,Full,https://www.amazon.com/dp/B015YEI9NQ?tag=bgfg-pc-builder-us-20
Cooler Master V650 V2 650 W 80+ Gold Certified Fully Modular ATX Power Supply,4.6,$82.99,ATX,80+ Gold,650 W,Full,https://www.amazon.com/dp/B08FKRZ2SK?tag=bgfg-pc-builder-us-20
Silverstone DA750R-GMA 750 W 80+ Gold Certified Fully Modular ATX Power Supply,,$221.74,ATX,80+ Gold,750 W,Full,https://www.amazon.com/dp/B0CL42KDCK?tag=bgfg-pc-builder-us-20
Silverstone FX600 Platinum 600 W Flex ATX Power Supply,,$183.88,Flex ATX,N/A,600 W,No,https://www.amazon.com/dp/B09SKRQ6KC?tag=bgfg-pc-builder-us-20
SeaSonic S12III 650 W 80+ Bronze Certified ATX Power Supply,4.6,$69.00,ATX,80+ Bronze,650 W,No,https://www.amazon.com/dp/B07MWHRG99?tag=bgfg-pc-builder-us-20
Corsair RM850x White 850 W 80+ Gold Certified Fully Modular ATX Power Supply,4.6,$308.00,ATX,80+ Gold,850 W,Full,https://www.amazon.com/dp/B073GWFBQ3?tag=bgfg-pc-builder-us-20
Silverstone DA750R-GMA 750 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,750 W,Full,https://www.amazon.com/s?k=Silverstone+DA750R-GMA+750+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
ASRock TC-1650T 1650 W 80+ Titanium Certified Fully Modular ATX Power Supply,,,ATX,80+ Titanium,1650 W,Full,https://www.amazon.com/s?k=ASRock+TC-1650T+1650+W+80%2B+Titanium+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! System Power 9 600 W 80+ Bronze Certified ATX Power Supply,4.7,$114.77,ATX,80+ Bronze,600 W,No,https://www.amazon.com/dp/B079K5YY31?tag=bgfg-pc-builder-us-20
Asus TUF Gaming 750 W 80+ Bronze Certified ATX Power Supply,,$74.98,ATX,80+ Bronze,750 W,No,https://www.amazon.com/dp/B08SBY73C2?tag=bgfg-pc-builder-us-20
Silverstone SX-G 700 W 80+ Gold Certified Fully Modular SFX Power Supply,,$123.49,SFX,80+ Gold,700 W,Full,https://www.amazon.com/dp/B07M6F81J7?tag=bgfg-pc-builder-us-20
EVGA SuperNOVA 650 G6 650 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,$122.99,ATX,80+ Gold,650 W,Full,https://www.amazon.com/dp/B08WJJQRGB?tag=bgfg-pc-builder-us-20
Thermalright TG 650 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,650 W,Full,https://www.amazon.com/s?k=Thermalright+TG+650+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower GF3 TT Premium 1350 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1350 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+GF3+TT+Premium+1350+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Corsair RM1000e (2025) 1000 W Fully Modular ATX Power Supply,,$194.49,ATX,N/A,1000 W,Full,https://www.amazon.com/dp/B0DPR5RZ1T?tag=bgfg-pc-builder-us-20
Phanteks AMP GH 1000 W 80+ Platinum Certified Fully Modular ATX Power Supply,,,ATX,80+ Platinum,1000 W,Full,https://www.amazon.com/s?k=Phanteks+AMP+GH+1000+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Aerocool Integrator 700 W 80+ Bronze Certified ATX Power Supply,,,ATX,80+ Bronze,700 W,No,https://www.amazon.com/s?k=Aerocool+Integrator+700+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master MWE Bronze V2 650 W 80+ Bronze Certified ATX Power Supply,3.8,$162.00,ATX,80+ Bronze,650 W,No,https://www.amazon.com/dp/B07S2SRLX7?tag=bgfg-pc-builder-us-20
Aerocool Integrator 500 W 80+ Bronze Certified ATX Power Supply,4.2,,ATX,80+ Bronze,500 W,No,https://www.amazon.com/s?k=Aerocool+Integrator+500+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
EVGA 850 BQ 850 W 80+ Bronze Certified Semi-modular ATX Power Supply,4.8,$83.99,ATX,80+ Bronze,850 W,Semi,https://www.amazon.com/dp/B01FYDUCA0?tag=bgfg-pc-builder-us-20
be quiet! System Power 9 500 CM 500 W 80+ Bronze Certified Semi-modular ATX Power Supply,5.0,$111.59,ATX,80+ Bronze,500 W,Semi,https://www.amazon.com/dp/B07V8RNCH6?tag=bgfg-pc-builder-us-20
Thermaltake Toughpower GT 750 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,750 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+GT+750+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Lian Li EDGE 850 W 80+ Platinum Certified Fully Modular ATX Power Supply,,,ATX,80+ Platinum,850 W,Full,https://www.amazon.com/s?k=Lian+Li+EDGE+850+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Asus ROG Strix Aura Edition 1200 W 80+ Gold Certified Fully Modular ATX Power Supply,,$239.99,ATX,80+ Gold,1200 W,Full,https://www.amazon.com/dp/B0C65T6F8N?tag=bgfg-pc-builder-us-20
SeaSonic S12III 500 W 80+ Bronze Certified ATX Power Supply,4.7,$67.98,ATX,80+ Bronze,500 W,No,https://www.amazon.com/dp/B07MWG3911?tag=bgfg-pc-builder-us-20
ADATA XPG Core Reactor II 850 W 80+ Gold Certified Fully Modular ATX Power Supply,,$109.99,ATX,80+ Gold,850 W,Full,https://www.amazon.com/dp/B0CBQVP6SS?tag=bgfg-pc-builder-us-20
Gigabyte P-B 650 W 80+ Bronze Certified ATX Power Supply,4.1,$66.31,ATX,80+ Bronze,650 W,No,https://www.amazon.com/dp/B079SSKYWB?tag=bgfg-pc-builder-us-20
GameMax RGB Pro 850 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,850 W,Full,https://www.amazon.com/s?k=GameMax+RGB+Pro+850+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
EVGA 650 N1 650 W ATX Power Supply,4.5,$49.99,ATX,N/A,650 W,No,https://www.amazon.com/dp/B01LYRXRDI?tag=bgfg-pc-builder-us-20
be quiet! Dark Power 13 750 W 80+ Titanium Certified Fully Modular ATX Power Supply,,$209.90,ATX,80+ Titanium,750 W,Full,https://www.amazon.com/s?k=be+quiet%21+Dark+Power+13+750+W+80%2B+Titanium+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Corsair RM650x (2018) 650 W 80+ Gold Certified Fully Modular ATX Power Supply,4.7,$124.99,ATX,80+ Gold,650 W,Full,https://www.amazon.com/dp/B079H6111J?tag=bgfg-pc-builder-us-20
Vetroo GV1000 1000 W 80+ Gold Certified Fully Modular ATX Power Supply,,$155.99,ATX,80+ Gold,1000 W,Full,https://www.amazon.com/dp/B0BR7RXPYS?tag=bgfg-pc-builder-us-20
"FSP Group Hydro Ti PRO,Gen 5 1000 W 80+ Titanium Certified Fully Modular ATX Power Supply",5.0,,ATX,80+ Titanium,1000 W,Full,https://www.amazon.com/s?k=FSP+Group+Hydro+Ti+PRO%2CGen+5+1000+W+80%2B+Titanium+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
FSP Group Dagger Pro 650 W 80+ Gold Certified Fully Modular SFX Power Supply,5.0,$121.06,SFX,80+ Gold,650 W,Full,https://www.amazon.com/dp/B07SYSLZDR?tag=bgfg-pc-builder-us-20
Corsair RM750x SHIFT 750 W 80+ Gold Certified Fully Modular Side Interface ATX Power Supply,,$139.99,ATX,80+ Gold,750 W,Full / Side,https://www.amazon.com/dp/B0CWLTQD5K?tag=bgfg-pc-builder-us-20
Asus ROG LOKI 850 W 80+ Platinum Certified Fully Modular SFX Power Supply,,,SFX,80+ Platinum,850 W,Full,https://www.amazon.com/s?k=Asus+ROG+LOKI+850+W+80%2B+Platinum+Certified+Fully+Modular+SFX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! Straight Power 12 750 W 80+ Platinum Certified Fully Modular ATX Power Supply,,$189.90,ATX,80+ Platinum,750 W,Full,https://www.amazon.com/dp/B0CC8H91K8?tag=bgfg-pc-builder-us-20
Corsair SF600 600 W 80+ Platinum Certified Fully Modular SFX Power Supply,4.8,$144.99,SFX,80+ Platinum,600 W,Full,https://www.amazon.com/dp/B07F84FJ1G?tag=bgfg-pc-builder-us-20
Gigabyte P650G (US) 650 W 80+ Gold Certified ATX Power Supply,,$52.98,ATX,80+ Gold,650 W,No,https://www.amazon.com/s?k=Gigabyte+P650G+%28US%29+650+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Smart BM3 850 W 80+ Bronze Certified Semi-modular ATX Power Supply,4.0,$79.98,ATX,80+ Bronze,850 W,Semi,https://www.amazon.com/dp/B0CFWMX4R8?tag=bgfg-pc-builder-us-20
ADATA XPG PYLON 750 W 80+ Bronze Certified ATX Power Supply,,$89.99,ATX,80+ Bronze,750 W,No,https://www.amazon.com/dp/B08G7SGCZR?tag=bgfg-pc-builder-us-20
Thermaltake Toughpower GF A3 - TT Premium Edition 1050 W 80+ Gold Certified Fully Modular ATX Power Supply,,$142.96,ATX,80+ Gold,1050 W,Full,https://www.amazon.com/dp/B0C1JHWWZL?tag=bgfg-pc-builder-us-20
NZXT C850 (2022) 850 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,$129.99,ATX,80+ Gold,850 W,Full,https://www.amazon.com/dp/B09YYZPVXB?tag=bgfg-pc-builder-us-20
Asus ROG LOKI 850 W 80+ Platinum Certified Fully Modular SFX Power Supply,,,SFX,80+ Platinum,850 W,Full,https://www.amazon.com/s?k=Asus+ROG+LOKI+850+W+80%2B+Platinum+Certified+Fully+Modular+SFX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master G600 600 W 80+ Gold Certified ATX Power Supply,,$99.99,ATX,80+ Gold,600 W,No,https://www.amazon.com/dp/B09JPY84Y7?tag=bgfg-pc-builder-us-20
GAMDIAS KRATOS M1 B 750 W 80+ Bronze Certified ATX Power Supply,4.4,$69.98,ATX,80+ Bronze,750 W,No,https://www.amazon.com/dp/B07NRN6FNJ?tag=bgfg-pc-builder-us-20
Asus TUF Gaming 1000G 1000 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1000 W,Full,https://www.amazon.com/s?k=Asus+TUF+Gaming+1000G+1000+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Asus ROG LOKI 1000 W 80+ Platinum Certified Fully Modular SFX Power Supply,,,SFX,80+ Platinum,1000 W,Full,https://www.amazon.com/s?k=Asus+ROG+LOKI+1000+W+80%2B+Platinum+Certified+Fully+Modular+SFX+Power+Supply&tag=bgfg-pc-builder-us-20
Super Flower Leadex 2000 W 80+ Platinum Certified Fully Modular ATX Power Supply,,,ATX,80+ Platinum,2000 W,Full,https://www.amazon.com/s?k=Super+Flower+Leadex+2000+W+80%2B+Platinum+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake TR2 S 600 W 80+ Certified ATX Power Supply,,$102.13,ATX,80+,600 W,No,https://www.amazon.com/dp/B016WFYCAK?tag=bgfg-pc-builder-us-20
Corsair CX650 (2017) 650 W 80+ Bronze Certified ATX Power Supply,4.6,$169.99,ATX,80+ Bronze,650 W,No,https://www.amazon.com/dp/B01MRW2K7E?tag=bgfg-pc-builder-us-20
Thermaltake Smart BX1 650 650 W 80+ Bronze Certified ATX Power Supply,4.0,$44.99,ATX,80+ Bronze,650 W,No,https://www.amazon.com/dp/B07NPM8WZ7?tag=bgfg-pc-builder-us-20
ADATA XPG KYBER 650 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,650 W,No,https://www.amazon.com/s?k=ADATA+XPG+KYBER+650+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Asus ROG Strix 850 W 80+ Gold Certified Fully Modular ATX Power Supply,3.7,$139.99,ATX,80+ Gold,850 W,Full,https://www.amazon.com/dp/B08BX7JXC3?tag=bgfg-pc-builder-us-20
EVGA SuperNOVA 1300 GT 1300 W 80+ Gold Certified Fully Modular ATX Power Supply,4.0,$189.99,ATX,80+ Gold,1300 W,Full,https://www.amazon.com/dp/B09JL3TWTF?tag=bgfg-pc-builder-us-20
Tecnoware Free Silent 500 W ATX Power Supply,,,ATX,N/A,500 W,No,https://www.amazon.com/s?k=Tecnoware+Free+Silent+500+W+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Cooler Master V SFX Platinum 1100 W 80+ Platinum Certified Fully Modular SFX Power Supply,,$279.99,SFX,80+ Platinum,1100 W,Full,https://www.amazon.com/dp/B0BTQN4Q13?tag=bgfg-pc-builder-us-20
Gigabyte P850GM 850 W 80+ Gold Certified Fully Modular ATX Power Supply,4.5,$129.99,ATX,80+ Gold,850 W,Full,https://www.amazon.com/dp/B08JGPBML2?tag=bgfg-pc-builder-us-20
ARESGAME AGV 500 W 80+ Bronze Certified ATX Power Supply,4.4,,ATX,80+ Bronze,500 W,No,https://www.amazon.com/s?k=ARESGAME+AGV+500+W+80%2B+Bronze+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! Pure Power 12 M 550 W 80+ Gold Certified Fully Modular ATX Power Supply,5.0,$94.90,ATX,80+ Gold,550 W,Full,https://www.amazon.com/dp/B0BVXTHGGN?tag=bgfg-pc-builder-us-20
NZXT C1000 (2024) 1000 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1000 W,Full,https://www.amazon.com/s?k=NZXT+C1000+%282024%29+1000+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
EVGA 500 BR 500 W 80+ Bronze Certified ATX Power Supply,4.7,$54.99,ATX,80+ Bronze,500 W,No,https://www.amazon.com/dp/B07DTMXD83?tag=bgfg-pc-builder-us-20
SeaSonic FOCUS Plus 750 Gold 750 W 80+ Gold Certified Fully Modular ATX Power Supply,4.9,$139.00,ATX,80+ Gold,750 W,Full,https://www.amazon.com/dp/B073GWKDVM?tag=bgfg-pc-builder-us-20
SeaSonic Focus GX ATX 3.0 V4 (2024) 750 W 80+ Gold Certified Fully Modular ATX Power Supply,,$179.15,ATX,80+ Gold,750 W,Full,https://www.amazon.com/dp/B0DJHCTJFC?tag=bgfg-pc-builder-us-20
Corsair CX750 750 W 80+ Bronze Certified ATX Power Supply,4.3,$99.99,ATX,80+ Bronze,750 W,No,https://www.amazon.com/dp/B008RJZQSW?tag=bgfg-pc-builder-us-20
Super Flower LEADEX VII XG 1300 W 80+ Gold Certified Fully Modular ATX Power Supply,,$249.99,ATX,80+ Gold,1300 W,Full,https://www.amazon.com/s?k=Super+Flower+LEADEX+VII+XG+1300+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Gigabyte P550B 550 W 80+ Bronze Certified ATX Power Supply,,$75.98,ATX,80+ Bronze,550 W,No,https://www.amazon.com/dp/B08DK7MVKX?tag=bgfg-pc-builder-us-20
EVGA SuperNOVA 1600 T2 1600 W 80+ Titanium Certified Fully Modular ATX Power Supply,,$379.99,ATX,80+ Titanium,1600 W,Full,https://www.amazon.com/dp/B00R33ZBQU?tag=bgfg-pc-builder-us-20
ADATA XPG PYLON 550 W 80+ Bronze Certified ATX Power Supply,4.3,$69.99,ATX,80+ Bronze,550 W,No,https://www.amazon.com/dp/B08G7SX67L?tag=bgfg-pc-builder-us-20
EVGA SuperNOVA 1000 P3 1000 W 80+ Platinum Certified Fully Modular ATX Power Supply,5.0,$184.90,ATX,80+ Platinum,1000 W,Full,https://www.amazon.com/dp/B09J5FC6CC?tag=bgfg-pc-builder-us-20
be quiet! Straight Power 12 1200 W 80+ Platinum Certified Fully Modular ATX Power Supply,,$279.89,ATX,80+ Platinum,1200 W,Full,https://www.amazon.com/dp/B0CC88BCG9?tag=bgfg-pc-builder-us-20
ADATA XPG Core Reactor II 1000 W 80+ Gold Certified Fully Modular ATX Power Supply,,$134.99,ATX,80+ Gold,1000 W,Full,https://www.amazon.com/dp/B0CBQXGJ9F?tag=bgfg-pc-builder-us-20
Cooler Master MWE Gold 750 V3 750 W 80+ Gold Certified Fully Modular ATX Power Supply,,$82.14,ATX,80+ Gold,750 W,Full,https://www.amazon.com/dp/B0D68TLYKR?tag=bgfg-pc-builder-us-20
GameMax GX Pro Rampage 1050 W 80+ Platinum Certified Fully Modular ATX Power Supply,,$159.99,ATX,80+ Platinum,1050 W,Full,https://www.amazon.com/dp/B0BX22RZHX?tag=bgfg-pc-builder-us-20
Cooler Master XG750 Plus 750 W 80+ Platinum Certified Fully Modular ATX Power Supply,,$159.99,ATX,80+ Platinum,750 W,Full,https://www.amazon.com/dp/B09WP6CC23?tag=bgfg-pc-builder-us-20
MSI MEG Ai-T PCIE5 1600 W 80+ Titanium Certified Fully Modular ATX Power Supply,,,ATX,80+ Titanium,1600 W,Full,https://www.amazon.com/s?k=MSI+MEG+Ai-T+PCIE5+1600+W+80%2B+Titanium+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Silverstone HELA 2050R Platinum 2050 W Fully Modular ATX Power Supply,,,ATX,N/A,2050 W,Full,https://www.amazon.com/s?k=Silverstone+HELA+2050R+Platinum+2050+W+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Corsair CV450 450 W 80+ Bronze Certified ATX Power Supply,4.8,$54.99,ATX,80+ Bronze,450 W,No,https://www.amazon.com/dp/B0838YLZ1H?tag=bgfg-pc-builder-us-20
Cooler Master MWE Gold 850 V3 850 W 80+ Gold Certified Fully Modular ATX Power Supply,,$104.96,ATX,80+ Gold,850 W,Full,https://www.amazon.com/dp/B0D68VH8DR?tag=bgfg-pc-builder-us-20
be quiet! Pure Power 12 850 W 80+ Gold Certified ATX Power Supply,,,ATX,80+ Gold,850 W,No,https://www.amazon.com/s?k=be+quiet%21+Pure+Power+12+850+W+80%2B+Gold+Certified+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
be quiet! Pure Power 11 700 W 80+ Gold Certified ATX Power Supply,,$99.90,ATX,80+ Gold,700 W,No,https://www.amazon.com/dp/B07PGRRZZS?tag=bgfg-pc-builder-us-20
Asus ROG-STRIX-850G 850 W 80+ Gold Certified Fully Modular ATX Power Supply,4.8,,ATX,80+ Gold,850 W,Full,https://www.amazon.com/s?k=Asus+ROG-STRIX-850G+850+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Toughpower GF3 TT Premium 1000 W 80+ Gold Certified Fully Modular ATX Power Supply,,,ATX,80+ Gold,1000 W,Full,https://www.amazon.com/s?k=Thermaltake+Toughpower+GF3+TT+Premium+1000+W+80%2B+Gold+Certified+Fully+Modular+ATX+Power+Supply&tag=bgfg-pc-builder-us-20
Gigabyte UD850GM PG5 (rev. 2.0) 850 W 80+ Gold Certified Fully Modular ATX Power Supply,,$162.16,ATX,80+ Gold,850 W,Full,https://www.amazon.com/dp/B0BVBH33TP?tag=bgfg-pc-builder-us-20
Apevia Signature 1050 W 80+ Bronze Certified Semi-modular ATX Power Supply,4.4,$72.98,ATX,80+ Bronze,1050 W,Semi,https://www.amazon.com/dp/B0741RKRY5?tag=bgfg-pc-builder-us-20
Thermaltake Toughpower SFX 1000 W 80+ Platinum Certified Fully Modular SFX Power Supply,,$202.99,SFX,80+ Platinum,1000 W,Full,https://www.amazon.com/dp/B0D28HRHSG?tag=bgfg-pc-builder-us-20
SeaSonic FOCUS GX 650 W 80+ Gold Certified Fully Modular ATX Power Supply,4.9,$129.99,ATX,80+ Gold,650 W,Full,https://www.amazon.com/dp/B077J9QTDR?tag=bgfg-pc-builder-us-20
