name,rating,price,fan rpm,noise level,color,link
Cooler Master MasterLiquid ML240L V2 RGB 62 CFM Liquid CPU Cooler,4.6,$108.79,650 - 1800 RPM,8 - 27 dB,White / Black,https://www.amazon.com/dp/B08X51PYY5?tag=bgfg-pc-builder-us-20
Cooler Master MasterLiquid Lite 240 66.7 CFM Liquid CPU Cooler,4.1,,650 - 2000 RPM,6 - 30 dB,N/A,https://www.amazon.com/s?k=Cooler+Master+MasterLiquid+Lite+240+66.7+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool AG400 DIGITAL BK ARGB 75.89 CFM CPU Cooler,,,500 - 2100 RPM,31.6 dB,Black,https://www.amazon.com/s?k=Deepcool+AG400+DIGITAL+BK+ARGB+75.89+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING FROZN A620 ARGB WHITE 78 CFM CPU Cooler,,$64.98,500 - 2000 RPM,29.9 dB,White,https://www.amazon.com/dp/B0CMZSKVNY?tag=bgfg-pc-builder-us-20
Noctua NH-U14S TR4-SP3 82.52 CFM CPU Cooler,4.7,$89.95,300 - 1500 RPM,19.2 - 24.6 dB,N/A,https://www.amazon.com/dp/B074DX2SX7?tag=bgfg-pc-builder-us-20
NZXT Kraken X73 RGB 52.44 CFM Liquid CPU Cooler,4.5,$165.99,500 - 1500 RPM,22 - 33 dB,Black,https://www.amazon.com/dp/B08MB7WQW9?tag=bgfg-pc-builder-us-20
Alpenföhn BLACK RIDGE 47.1 CFM CPU Cooler,3.6,$60.62,800 - 2800 RPM,14 - 37.6 dB,Black,https://www.amazon.com/dp/B07JN8VDZ5?tag=bgfg-pc-builder-us-20
Fractal Design Lumen S28 RGB V2 78 CFM Liquid CPU Cooler,,$139.49,500 - 1700 RPM,10 - 35.5 dB,Black,https://www.amazon.com/dp/B0BH85T3KL?tag=bgfg-pc-builder-us-20
Asus ROG Ryujin III ARGB 70.07 CFM Liquid CPU Cooler,,$282.14,600 - 2200 RPM,36.45 dB,Black,https://www.amazon.com/dp/B0C9SLJ44B?tag=bgfg-pc-builder-us-20
MSI MAG CORELIQUID C360 78.73 CFM Liquid CPU Cooler,,$141.99,500 - 2000 RPM,14.3 - 34.3 dB,Black,https://www.amazon.com/dp/B0992176M7?tag=bgfg-pc-builder-us-20
ENDORFY Navis F360 ARGB Liquid CPU Cooler,,$157.22,250 - 1800 RPM,N/A,Black,https://www.amazon.com/dp/B0BXGZMB7G?tag=bgfg-pc-builder-us-20
Asus ROG Ryujin III 71.6 CFM Liquid CPU Cooler,,$274.45,450 - 2000 RPM,29.7 dB,Black,https://www.amazon.com/dp/B0C8BT4Q9G?tag=bgfg-pc-builder-us-20
MSI MAG CORELIQUID E240 WHITE 75.04 CFM Liquid CPU Cooler,,,N/A,N/A,White,https://www.amazon.com/s?k=MSI+MAG+CORELIQUID+E240+WHITE+75.04+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright Assassin X Refined SE PLUS 66.17 CFM CPU Cooler,,$20.90,1550 RPM,25.6 dB,Black / Silver,https://www.amazon.com/dp/B0C76XLPCW?tag=bgfg-pc-builder-us-20
NZXT Kraken Z63 RGB 91.19 CFM Liquid CPU Cooler,,$274.99,500 - 1500 RPM,22 - 33 dB,Black,https://www.amazon.com/dp/B09GKR95F9?tag=bgfg-pc-builder-us-20
ENDORFY Fera 5 ARGB CPU Cooler,,,250 - 1800 RPM,N/A,Black / Silver,https://www.amazon.com/s?k=ENDORFY+Fera+5+ARGB+CPU+Cooler&tag=bgfg-pc-builder-us-20
NZXT Kraken X63 RGB 91.19 CFM Liquid CPU Cooler,4.3,$159.00,500 - 1500 RPM,22 - 33 dB,Black,https://www.amazon.com/dp/B08MB7GN6D?tag=bgfg-pc-builder-us-20
APNX AP1-V 76.3 CFM CPU Cooler,,$49.90,600 - 1800 RPM,16.1 - 32.8 dB,Black,https://www.amazon.com/dp/B0CHSCHSNR?tag=bgfg-pc-builder-us-20
Thermalright Frozen Warframe ARGB 70.84 CFM Liquid CPU Cooler,,,2000 RPM,22.1 dB,Black,https://www.amazon.com/s?k=Thermalright+Frozen+Warframe+ARGB+70.84+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
HYTE THICC Q80 Trio 105.8 CFM Liquid CPU Cooler,,,1 - 3000 RPM,10 - 47.3 dB,White,https://www.amazon.com/s?k=HYTE+THICC+Q80+Trio+105.8+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
NZXT Kraken 280 RGB 90.79 CFM Liquid CPU Cooler,,$199.99,500 - 1500 RPM,34.48 dB,Black,https://www.amazon.com/dp/B0BY3FZLKD?tag=bgfg-pc-builder-us-20
Cooler Master Masterliquid 360 Atmos 70.7 CFM Liquid CPU Cooler,,$142.94,690 - 2500 RPM,27.2 dB,White,https://www.amazon.com/dp/B0CQLL8J9R?tag=bgfg-pc-builder-us-20
Lian Li Galahad II LCD 89.7 CFM Liquid CPU Cooler,,$315.50,300 - 1550 RPM,26.7 dB,Black,https://www.amazon.com/dp/B0CLB73V16?tag=bgfg-pc-builder-us-20
Enermax LIQMAXFLO SR 360 58.03 CFM Liquid CPU Cooler,,$99.99,500 - 1800 RPM,23.46 dB,Black,https://www.amazon.com/dp/B0CJT6K4VZ?tag=bgfg-pc-builder-us-20
Thermaltake TH360 ARGB Sync 59.28 CFM Liquid CPU Cooler,,$229.20,1500 RPM,28.2 dB,White,https://www.amazon.com/dp/B08NF5NY9Q?tag=bgfg-pc-builder-us-20
Thermalright Frozen Warframe PRO ARGB 70.84 CFM Liquid CPU Cooler,,,2000 RPM,29.8 dB,White,https://www.amazon.com/s?k=Thermalright+Frozen+Warframe+PRO+ARGB+70.84+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermaltake TH360 V2 Ultra ARGB Sync 57.05 CFM Liquid CPU Cooler,,$186.07,500 - 1800 RPM,25.8 dB,Blue / White,https://www.amazon.com/dp/B0CTGNF87X?tag=bgfg-pc-builder-us-20
EVGA CLX 280 85.13 CFM Liquid CPU Cooler,,$269.99,N/A,35 dB,Black,https://www.amazon.com/dp/B0BJ4Q5HVN?tag=bgfg-pc-builder-us-20
Gelid Solutions BlackFrore 37.9 CFM CPU Cooler,,$23.99,900 - 2000 RPM,20 dB,Black,https://www.amazon.com/dp/B09HSDWCDN?tag=bgfg-pc-builder-us-20
Corsair iCUE H150i ELITE LCD 58.1 CFM Liquid CPU Cooler,4.7,$289.99,450 - 2000 RPM,10 - 30.4 dB,Black,https://www.amazon.com/dp/B09HDWQKV8?tag=bgfg-pc-builder-us-20
ARCTIC Liquid Freezer II 360 A-RGB 48.8 CFM Liquid CPU Cooler,4.8,$169.99,200 - 1800 RPM,22.5 dB,Black / Gray,https://www.amazon.com/dp/B08WRWNNZ9?tag=bgfg-pc-builder-us-20
Deepcool LS720 WH 85.85 CFM Liquid CPU Cooler,,$145.00,500 - 2250 RPM,32.9 dB,White,https://www.amazon.com/dp/B0B5TZ486Y?tag=bgfg-pc-builder-us-20
ID-COOLING DX360 MAX 85 CFM Liquid CPU Cooler,,$89.99,N/A,32.5 dB,Black,https://www.amazon.com/dp/B0D97NQJQS?tag=bgfg-pc-builder-us-20
Thermaltake TOUGHLIQUID Ultra 72.69 CFM Liquid CPU Cooler,,$229.99,500 - 2500 RPM,28.1 dB,Black,https://www.amazon.com/s?k=Thermaltake+TOUGHLIQUID+Ultra+72.69+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cooler Master I70C 37.08 CFM CPU Cooler,,$24.99,650 - 1800 RPM,28 dB,Black / Silver,https://www.amazon.com/dp/B0BB88471Y?tag=bgfg-pc-builder-us-20
EK AIO 240 D-RGB 66.04 CFM Liquid CPU Cooler,4.9,$88.19,450 - 2600 RPM,36.4 dB,Black,https://www.amazon.com/dp/B0842Z9WYG?tag=bgfg-pc-builder-us-20
ID-COOLING FROZN A620 BLACK 78.25 CFM CPU Cooler,,$49.99,500 - 2000 RPM,29.85 dB,Black,https://www.amazon.com/dp/B0CFQC6LCD?tag=bgfg-pc-builder-us-20
NZXT Kraken X52 Liquid CPU Cooler,4.4,,500 - 2000 RPM,21 - 36 dB,N/A,https://www.amazon.com/s?k=NZXT+Kraken+X52+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Fractal Design Celsius S24 87.6 CFM Liquid CPU Cooler,4.7,$133.37,500 - 2000 RPM,32.2 dB,N/A,https://www.amazon.com/dp/B0719DHG5Y?tag=bgfg-pc-builder-us-20
MSI MAG CORELIQUID A13 62.6 CFM Liquid CPU Cooler,,,N/A,N/A,White,https://www.amazon.com/s?k=MSI+MAG+CORELIQUID+A13+62.6+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Corsair iCUE H115i RGB ELITE 89 CFM Liquid CPU Cooler,,$159.99,400 - 1600 RPM,19 - 35.8 dB,Black,https://www.amazon.com/s?k=Corsair+iCUE+H115i+RGB+ELITE+89+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
TRYX PANORAMA 81.32 CFM Liquid CPU Cooler,,,500 - 2250 RPM,30.97 dB,White,https://www.amazon.com/s?k=TRYX+PANORAMA+81.32+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Corsair iCUE LINK TITAN 280 RX RGB 94.7 CFM Liquid CPU Cooler,,,300 - 1700 RPM,N/A,Black,https://www.amazon.com/s?k=Corsair+iCUE+LINK+TITAN+280+RX+RGB+94.7+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
be quiet! Pure Loop 240 Liquid CPU Cooler,4.5,$94.90,N/A,19 - 39.5 dB,Black,https://www.amazon.com/dp/B08K3R64L5?tag=bgfg-pc-builder-us-20
Antec VORTEX 360 57.93 CFM Liquid CPU Cooler,,,600 - 2000 RPM,31.24 dB,Black,https://www.amazon.com/s?k=Antec+VORTEX+360+57.93+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING IS-55 ARGB 54.6 CFM CPU Cooler,,$39.99,500 - 2000 RPM,31.2 dB,Black,https://www.amazon.com/dp/B0B38JL29B?tag=bgfg-pc-builder-us-20
Asus ROG STRIX LC II ARGB 80.95 CFM Liquid CPU Cooler,,$149.99,800 - 2500 RPM,37.6 dB,White / Black,https://www.amazon.com/dp/B0B16YGZKM?tag=bgfg-pc-builder-us-20
ID-COOLING FX240 INF 58 CFM Liquid CPU Cooler,,$69.98,300 - 2000 RPM,27.2 dB,Black,https://www.amazon.com/dp/B0D97QNVP5?tag=bgfg-pc-builder-us-20
NZXT Kraken Z63 RGB 91.19 CFM Liquid CPU Cooler,5.0,$263.99,500 - 1500 RPM,22 - 33 dB,White / Black,https://www.amazon.com/dp/B09GKPZ8YS?tag=bgfg-pc-builder-us-20
Fractal Design Lumen S24 V2 56 CFM Liquid CPU Cooler,,,500 - 2000 RPM,10 - 33.2 dB,Black,https://www.amazon.com/s?k=Fractal+Design+Lumen+S24+V2+56+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
MSI MAG CORELIQUID C240 78.73 CFM Liquid CPU Cooler,,$119.99,500 - 2000 RPM,14.3 - 34.3 dB,Black,https://www.amazon.com/dp/B09931G795?tag=bgfg-pc-builder-us-20
Corsair H115i PRO 55.4 CFM Liquid CPU Cooler,4.6,$225.99,1200 RPM,20.4 dB,N/A,https://www.amazon.com/dp/B077G3C6HH?tag=bgfg-pc-builder-us-20
Deepcool AG400 PLUS 75.89 CFM CPU Cooler,,,500 - 2000 RPM,N/A,Black / Silver,https://www.amazon.com/s?k=Deepcool+AG400+PLUS+75.89+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Gigabyte AORUS LIQUID COOLER 59.25 CFM Liquid CPU Cooler,4.1,,2500 RPM,18 - 39.5 dB,Black,https://www.amazon.com/s?k=Gigabyte+AORUS+LIQUID+COOLER+59.25+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright Assassin Spirit V2 66.17 CFM CPU Cooler,,$17.89,1500 RPM,25.6 dB,Gray,https://www.amazon.com/dp/B0C4JPS13X?tag=bgfg-pc-builder-us-20
Thermalright Aqua Elite ARGB 66.17 CFM Liquid CPU Cooler,,,1550 RPM,25.6 dB,White,https://www.amazon.com/s?k=Thermalright+Aqua+Elite+ARGB+66.17+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Corsair iCUE H115i RGB Pro XT 63 CFM Liquid CPU Cooler,4.5,$132.19,2200 RPM,36 dB,Black,https://www.amazon.com/dp/B0829RYPKM?tag=bgfg-pc-builder-us-20
Deepcool AG620 67.88 CFM CPU Cooler,,$54.99,300 - 1850 RPM,29.4 dB,Black / Silver,https://www.amazon.com/dp/B0B6FD741J?tag=bgfg-pc-builder-us-20
Deepcool GAMMAXX 400 V2 64.5 CFM CPU Cooler,5.0,$34.96,500 - 1650 RPM,N/A,Black / Blue,https://www.amazon.com/s?k=Deepcool+GAMMAXX+400+V2+64.5+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Iceberg Thermal IceFLOE OASIS 360 76.74 CFM Liquid CPU Cooler,,$89.99,200 - 2200 RPM,28.9 dB,Black,https://www.amazon.com/dp/B0CMC89KJC?tag=bgfg-pc-builder-us-20
Phanteks Glacier One 240MPH 60.51 CFM Liquid CPU Cooler,5.0,$150.68,500 - 2200 RPM,18 - 34.2 dB,White / Black,https://www.amazon.com/s?k=Phanteks+Glacier+One+240MPH+60.51+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright Frozen Warframe PRO ARGB 70.84 CFM Liquid CPU Cooler,,,2000 RPM,29.8 dB,White / Blue,https://www.amazon.com/s?k=Thermalright+Frozen+Warframe+PRO+ARGB+70.84+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Phanteks Glacier One 360 T30 Gen2 101 CFM Liquid CPU Cooler,,$374.95,1200 - 3000 RPM,11.1 - 39.7 dB,Black / Gray,https://www.amazon.com/dp/B0BXH3L1VW?tag=bgfg-pc-builder-us-20
ID-COOLING PINKFLOW 55.2 CFM Liquid CPU Cooler,4.6,$119.99,900 - 2000 RPM,16.3 - 33.5 dB,White / Pink,https://www.amazon.com/dp/B081JJ77XF?tag=bgfg-pc-builder-us-20
Corsair H55 47.73 CFM Liquid CPU Cooler,,,1500 RPM,18 - 26.5 dB,Black,https://www.amazon.com/s?k=Corsair+H55+47.73+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermaltake TH420 V2 Ultra ARGB Sync 84.32 CFM Liquid CPU Cooler,,$189.99,500 - 2000 RPM,34.7 dB,Black,https://www.amazon.com/dp/B0CCXDLFZZ?tag=bgfg-pc-builder-us-20
Thermalright Royal Knight 120 80.45 CFM CPU Cooler,,$36.90,2150 RPM,29.4 dB,Black,https://www.amazon.com/dp/B0DJZ9KWFZ?tag=bgfg-pc-builder-us-20
Lian Li Galahad II Trinity 89.1 CFM Liquid CPU Cooler,,$160.31,2450 RPM,35.4 dB,White,https://www.amazon.com/dp/B0CBV7NLKX?tag=bgfg-pc-builder-us-20
Antec Symphony ARGB 72 CFM Liquid CPU Cooler,,,800 - 1600 RPM,20 - 35 dB,White,https://www.amazon.com/s?k=Antec+Symphony+ARGB+72+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
ENDORFY Fortis 5 ARGB CPU Cooler,,$80.84,250 - 1400 RPM,N/A,Black / Silver,https://www.amazon.com/dp/B0BM4PQQRM?tag=bgfg-pc-builder-us-20
Thermaltake Astria 200 ARGB 65 CFM CPU Cooler,,,500 - 1800 RPM,26.8 dB,Black,https://www.amazon.com/s?k=Thermaltake+Astria+200+ARGB+65+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool LT520 WH 85.85 CFM Liquid CPU Cooler,5.0,$109.99,500 - 2250 RPM,32.9 dB,White,https://www.amazon.com/dp/B0BRXWRRRF?tag=bgfg-pc-builder-us-20
Cooler Master Hyper 212 EVO V2 62 CFM CPU Cooler,,$47.33,650 - 1800 RPM,8 - 27 dB,N/A,https://www.amazon.com/dp/B08KD6SPLW?tag=bgfg-pc-builder-us-20
Enermax LIQMAXFLO 360 58.03 CFM Liquid CPU Cooler,,$119.99,500 - 1800 RPM,23.46 dB,Black,https://www.amazon.com/dp/B0CLBPXFMY?tag=bgfg-pc-builder-us-20
Deepcool MYSTIQUE 72.45 CFM Liquid CPU Cooler,,$149.99,500 - 2150 RPM,36.49 dB,Black,https://www.amazon.com/s?k=Deepcool+MYSTIQUE+72.45+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Corsair H100i 77 CFM Liquid CPU Cooler,4.6,$89.99,2700 RPM,37.68 dB,N/A,https://www.amazon.com/s?k=Corsair+H100i+77+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright Assassin King 120 MINI V2 64.87 CFM CPU Cooler,,$20.90,1500 RPM,25.6 dB,Black / Silver,https://www.amazon.com/dp/B0CJF42G83?tag=bgfg-pc-builder-us-20
Gelid Solutions Liquid 360 Liquid CPU Cooler,,$110.00,750 - 1800 RPM,29.6 dB,Black,https://www.amazon.com/dp/B0C3HG3288?tag=bgfg-pc-builder-us-20
CRYORIG H7 49 CFM CPU Cooler,4.7,,330 - 1600 RPM,25 dB,N/A,https://www.amazon.com/s?k=CRYORIG+H7+49+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright Assassin Spirit 120 Vision ARGB 66.17 CFM CPU Cooler,,$33.90,1500 RPM,25.6 dB,White,https://www.amazon.com/dp/B0DFXM74FM?tag=bgfg-pc-builder-us-20
ID-COOLING FROZN A410 ARGB WHITE 78 CFM CPU Cooler,,$39.99,500 - 2000 RPM,29.9 dB,White,https://www.amazon.com/dp/B0CMZTVQLT?tag=bgfg-pc-builder-us-20
EK AIO 120 D-RGB 66.04 CFM Liquid CPU Cooler,4.8,$56.99,450 - 2600 RPM,36.4 dB,Black,https://www.amazon.com/dp/B083BZPFXX?tag=bgfg-pc-builder-us-20
ARCTIC Alpine 12 CPU Cooler,4.5,$19.17,100 - 2000 RPM,N/A,Black / White,https://www.amazon.com/dp/B07HJ198TB?tag=bgfg-pc-builder-us-20
Deepcool AK400 DIGITAL WH 68.99 CFM CPU Cooler,,$54.99,500 - 1850 RPM,28 dB,White,https://www.amazon.com/dp/B0CL6KGT2Q?tag=bgfg-pc-builder-us-20
Thermalright Frozen Infinity 240 ARGB 68.9 CFM Liquid CPU Cooler,,$60.90,2000 RPM,28.2 dB,White,https://www.amazon.com/dp/B0D73CW862?tag=bgfg-pc-builder-us-20
be quiet! Silent Loop 2 240 73.33 CFM Liquid CPU Cooler,5.0,,2200 RPM,16.8 - 38.3 dB,Black,https://www.amazon.com/s?k=be+quiet%21+Silent+Loop+2+240+73.33+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
NZXT Kraken X53 RGB 52.44 CFM Liquid CPU Cooler,4.5,$143.99,500 - 1500 RPM,22 - 33 dB,Black,https://www.amazon.com/dp/B08MB5WDB2?tag=bgfg-pc-builder-us-20
Thermaltake TH360 V2 Ultra ARGB Sync 57.05 CFM Liquid CPU Cooler,,$149.99,500 - 1800 RPM,25.8 dB,White,https://www.amazon.com/dp/B0CHN9G4RS?tag=bgfg-pc-builder-us-20
Corsair H100i RGB PLATINUM SE 63 CFM Liquid CPU Cooler,4.5,$169.99,2200 RPM,36 dB,White,https://www.amazon.com/s?k=Corsair+H100i+RGB+PLATINUM+SE+63+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Asus ROG STRIX LC II 80.95 CFM Liquid CPU Cooler,,$201.30,800 - 2500 RPM,37.6 dB,Black,https://www.amazon.com/dp/B09KT32838?tag=bgfg-pc-builder-us-20
EK EK-Nucleus AIO CR240 Lux D-RGB 72 CFM Liquid CPU Cooler,3.5,$149.99,550 - 2300 RPM,36 dB,Black,https://www.amazon.com/dp/B0BN8X61N4?tag=bgfg-pc-builder-us-20
NZXT Kraken Elite RGB (2024) 75.12 CFM Liquid CPU Cooler,,,500 - 2400 RPM,30 dB,Black,https://www.amazon.com/s?k=NZXT+Kraken+Elite+RGB+%282024%29+75.12+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Gigabyte AORUS WATERFORCE X 60.07 CFM Liquid CPU Cooler,3.5,$426.10,800 - 2500 RPM,7.9 - 37.6 dB,Black,https://www.amazon.com/dp/B08YMVNQDJ?tag=bgfg-pc-builder-us-20
Lian Li Galahad II LCD 89.7 CFM Liquid CPU Cooler,,$315.50,300 - 1550 RPM,26.7 dB,White,https://www.amazon.com/dp/B0CLB7PQ76?tag=bgfg-pc-builder-us-20
Corsair H100 47.73 CFM Liquid CPU Cooler,,,1500 RPM,18 - 26.5 dB,Black,https://www.amazon.com/s?k=Corsair+H100+47.73+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermaltake Gravity i3 56.84 CFM CPU Cooler,,$14.99,1200 - 3500 RPM,36.5 dB,Silver / Black,https://www.amazon.com/dp/B09XGHQVFJ?tag=bgfg-pc-builder-us-20
Deepcool ASSASSIN IV 79.1 CFM CPU Cooler,5.0,$99.99,500 - 1700 RPM,22.6 - 29.3 dB,White,https://www.amazon.com/dp/B0CC2QNF73?tag=bgfg-pc-builder-us-20
Deepcool LS720 SE WH 85.85 CFM Liquid CPU Cooler,,,500 - 2250 RPM,28.2 - 32.9 dB,White,https://www.amazon.com/s?k=Deepcool+LS720+SE+WH+85.85+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool Assassin 4S 61.25 CFM CPU Cooler,,$79.98,500 - 1800 RPM,29.3 dB,Black,https://www.amazon.com/dp/B0CWBVFXXF?tag=bgfg-pc-builder-us-20
Cooler Master Hyper 622 Halo 51.88 CFM CPU Cooler,,$64.98,650 - 2050 RPM,27 dB,White,https://www.amazon.com/dp/B0BX6JJHLJ?tag=bgfg-pc-builder-us-20
ARCTIC Liquid Freezer II 280 72.8 CFM Liquid CPU Cooler,4.8,$119.99,200 - 1700 RPM,N/A,Black,https://www.amazon.com/dp/B07WP6M7P7?tag=bgfg-pc-builder-us-20
Thermalright AXP120-X67 59 CFM CPU Cooler,5.0,$34.90,1800 RPM,26.1 dB,Gray,https://www.amazon.com/dp/B09T32WQCB?tag=bgfg-pc-builder-us-20
Cooler Master MASTERLIQUID ML120L RGB V2 65.59 CFM Liquid CPU Cooler,4.7,$89.99,650 - 1800 RPM,6 - 27 dB,Black,https://www.amazon.com/dp/B086C1PK2Y?tag=bgfg-pc-builder-us-20
ID-COOLING FROZN A620 PRO SE ARGB 58 CFM CPU Cooler,,$39.99,300 - 2000 RPM,27.2 dB,Black,https://www.amazon.com/dp/B0DJSTZRL4?tag=bgfg-pc-builder-us-20
Deepcool LD360 72.04 CFM Liquid CPU Cooler,5.0,$119.99,600 - 2400 RPM,38.71 dB,Black,https://www.amazon.com/dp/B0CXX8VCCF?tag=bgfg-pc-builder-us-20
Gelid Solutions Slim Silence AM1 34 CFM CPU Cooler,5.0,,1200 - 2600 RPM,15 - 27.2 dB,N/A,https://www.amazon.com/s?k=Gelid+Solutions+Slim+Silence+AM1+34+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright Peerless Assassin MINI 66.87 CFM CPU Cooler,,,1500 RPM,25.6 dB,White,https://www.amazon.com/s?k=Thermalright+Peerless+Assassin+MINI+66.87+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING BLITZ X4 64.8 CFM CPU Cooler,,$19.98,500 - 1500 RPM,26.6 dB,Black / Silver,https://www.amazon.com/dp/B0D3GB13B4?tag=bgfg-pc-builder-us-20
ENDORFY Fera 5 Dual Fan CPU Cooler,4.0,,250 - 1800 RPM,N/A,Black / Silver,https://www.amazon.com/s?k=ENDORFY+Fera+5+Dual+Fan+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cooler Master MasterLiquid ML240L ARGB V2 62 CFM Liquid CPU Cooler,4.0,$110.98,650 - 1800 RPM,8 - 27 dB,Black,https://www.amazon.com/s?k=Cooler+Master+MasterLiquid+ML240L+ARGB+V2+62+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Asus ROG STRIX LC II 80.95 CFM Liquid CPU Cooler,,$149.99,800 - 2500 RPM,37.6 dB,Black,https://www.amazon.com/dp/B09KSWJPGJ?tag=bgfg-pc-builder-us-20
Thermaltake Gravity A2 46.24 CFM CPU Cooler,,$14.99,1200 - 3500 RPM,33.5 dB,Silver / Black,https://www.amazon.com/dp/B08T1NMSVX?tag=bgfg-pc-builder-us-20
EK Nucleus AIO CR240 Dark 72 CFM Liquid CPU Cooler,5.0,$119.99,550 - 2300 RPM,36 dB,Black,https://www.amazon.com/dp/B0C1NB8YYG?tag=bgfg-pc-builder-us-20
Asus ROG STRIX LC 360 RGB White Edition 80.95 CFM Liquid CPU Cooler,3.6,$399.00,800 - 2500 RPM,37.6 dB,White,https://www.amazon.com/dp/B088PDQMPK?tag=bgfg-pc-builder-us-20
ARCTIC Alpine 17 CPU Cooler,,$12.99,100 - 2000 RPM,N/A,Black / White,https://www.amazon.com/dp/B09SHV7LZ3?tag=bgfg-pc-builder-us-20
Corsair iCUE H100i ELITE LCD 58.1 CFM Liquid CPU Cooler,4.4,$229.99,450 - 2000 RPM,10 - 30.4 dB,Black,https://www.amazon.com/dp/B09HDJ3Z47?tag=bgfg-pc-builder-us-20
be quiet! Pure Loop 2 Liquid CPU Cooler,,$114.90,N/A,15.4 - 34.9 dB,Black,https://www.amazon.com/dp/B0CK75SKB2?tag=bgfg-pc-builder-us-20
Cooler Master MasterLiquid PL360 FLUX 72.37 CFM Liquid CPU Cooler,,$179.99,N/A,32 dB,Black,https://www.amazon.com/dp/B09PWVN9TP?tag=bgfg-pc-builder-us-20
NZXT Kraken Z73 RGB 52.44 CFM Liquid CPU Cooler,4.0,$304.99,500 - 1500 RPM,22 - 33 dB,Black,https://www.amazon.com/dp/B09GKQJK5P?tag=bgfg-pc-builder-us-20
Asus ROG RYUJIN 360 121.8 CFM Liquid CPU Cooler,4.6,$178.19,450 - 2000 RPM,29.7 dB,Black,https://www.amazon.com/dp/B07JHX169J?tag=bgfg-pc-builder-us-20
Noctua NH-L12 Ghost S1 37.8 CFM CPU Cooler,5.0,$54.93,300 - 1600 RPM,13.1 - 17.6 dB,Silver / Beige,https://www.amazon.com/dp/B08B41TV7S?tag=bgfg-pc-builder-us-20
Jonsbo CR-1400 EVO ARGB Black 38.2 CFM CPU Cooler,,$32.99,800 - 2200 RPM,22.3 - 33.8 dB,Black,https://www.amazon.com/s?k=Jonsbo+CR-1400+EVO+ARGB+Black+38.2+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ARCTIC Alpine AM4 CPU Cooler,,,100 - 2000 RPM,N/A,Black / White,https://www.amazon.com/s?k=ARCTIC+Alpine+AM4+CPU+Cooler&tag=bgfg-pc-builder-us-20
NZXT Kraken X62 Liquid CPU Cooler,4.6,,500 - 1800 RPM,21 - 38 dB,N/A,https://www.amazon.com/s?k=NZXT+Kraken+X62+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Asus ROG RYUJIN II ARGB 70.07 CFM Liquid CPU Cooler,,$289.99,N/A,N/A,Black,https://www.amazon.com/dp/B0B7CGHTHQ?tag=bgfg-pc-builder-us-20
Thermalright Peerless Assassin 90 SE 32.77 CFM CPU Cooler,,$26.90,2200 RPM,23.85 dB,Black / Silver,https://www.amazon.com/dp/B0CZRZVMQ3?tag=bgfg-pc-builder-us-20
