name,rating,price,fan rpm,noise level,color,link
Thermalright Silver Arrow IB-E Extreme 130 CFM CPU Cooler,,,600 - 2500 RPM,21 - 45 dB,N/A,https://www.amazon.com/s?k=Thermalright+Silver+Arrow+IB-E+Extreme+130+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright HR-22 Fanless CPU Cooler,,,N/A,N/A,N/A,https://www.amazon.com/s?k=Thermalright+HR-22+Fanless+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright SILVER ARROW IB-E 73.64 CFM CPU Cooler,,,900 - 1300 RPM,21 - 25 dB,N/A,https://www.amazon.com/s?k=Thermalright+SILVER+ARROW+IB-E+73.64+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK EreBoss 56.55 CFM Sleeve Bearing CPU Cooler,4.0,,600 - 1400 RPM,28 dB,N/A,https://www.amazon.com/s?k=RAIJINTEK+EreBoss+56.55+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK THEMIS 65.68 CFM Sleeve Bearing CPU Cooler,3.5,$19.99,1000 - 1500 RPM,24.53 dB,N/A,https://www.amazon.com/s?k=RAIJINTEK+THEMIS+65.68+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK TISIS 70.2 CFM Sleeve Bearing CPU Cooler,5.0,$59.90,600 - 1000 RPM,23 dB,N/A,https://www.amazon.com/s?k=RAIJINTEK+TISIS+70.2+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK RHEA 33.6 CFM Sleeve Bearing CPU Cooler,4.3,,800 - 2200 RPM,27.9 dB,N/A,https://www.amazon.com/s?k=RAIJINTEK+RHEA+33.6+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK EREBOSS BLACK 56.55 CFM Sleeve Bearing CPU Cooler,,$32.99,650 - 1400 RPM,28 dB,N/A,https://www.amazon.com/dp/B00QMZJ792?tag=bgfg-pc-builder-us-20
LEPA LPALV12-BK 112 CFM CPU Cooler,,,2200 RPM,23 dB,N/A,https://www.amazon.com/s?k=LEPA+LPALV12-BK+112+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Swiftech H220-X 55 CFM Liquid CPU Cooler,4.8,,800 - 1800 RPM,16 - 33 dB,N/A,https://www.amazon.com/s?k=Swiftech+H220-X+55+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Scythe Ashura Shadow 97.18 CFM CPU Cooler,,,500 - 1300 RPM,13 - 30.7 dB,N/A,https://www.amazon.com/s?k=Scythe+Ashura+Shadow+97.18+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool CAPTAIN 120 91.12 CFM Liquid CPU Cooler,3.0,,600 - 2200 RPM,17.6 - 39.29 dB,N/A,https://www.amazon.com/s?k=Deepcool+CAPTAIN+120+91.12+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK TRITON RED 100.46 CFM Sleeve Bearing Liquid CPU Cooler,,,1000 - 2600 RPM,21.6 - 36.6 dB,N/A,https://www.amazon.com/s?k=RAIJINTEK+TRITON+RED+100.46+CFM+Sleeve+Bearing+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK TRITON BLUE 100.46 CFM Sleeve Bearing Liquid CPU Cooler,5.0,,1000 - 2600 RPM,21.6 - 36.6 dB,N/A,https://www.amazon.com/s?k=RAIJINTEK+TRITON+BLUE+100.46+CFM+Sleeve+Bearing+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermaltake CL-P008-AL09WT-A 21.38 CFM CPU Cooler,,,1800 RPM,21 dB,N/A,https://www.amazon.com/s?k=Thermaltake+CL-P008-AL09WT-A+21.38+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Prolimatech Basic 48 CPU Cooler,,,1000 - 2000 RPM,N/A,N/A,https://www.amazon.com/s?k=Prolimatech+Basic+48+CPU+Cooler&tag=bgfg-pc-builder-us-20
LEPA AquaChanger 240 103.6 CFM Liquid CPU Cooler,4.7,,500 - 2300 RPM,14 - 35 dB,N/A,https://www.amazon.com/s?k=LEPA+AquaChanger+240+103.6+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Zalman CNPS9300 AT CPU Cooler,,,1500 - 2400 RPM,20 - 30 dB,N/A,https://www.amazon.com/s?k=Zalman+CNPS9300+AT+CPU+Cooler&tag=bgfg-pc-builder-us-20
Akasa Nero LX 64.12 CFM CPU Cooler,,,600 - 1900 RPM,11.5 - 31.5 dB,N/A,https://www.amazon.com/s?k=Akasa+Nero+LX+64.12+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
X2 ECLIPSE IV 75.63 CFM CPU Cooler,,,800 - 2000 RPM,10 - 24 dB,N/A,https://www.amazon.com/s?k=X2+ECLIPSE+IV+75.63+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Silverstone TD02-E 92.5 CFM Liquid CPU Cooler,4.8,,1500 - 2500 RPM,18 - 35 dB,N/A,https://www.amazon.com/s?k=Silverstone+TD02-E+92.5+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermaltake Frio Silent 12 55.88 CFM CPU Cooler,4.0,$34.85,1400 RPM,12 - 19.2 dB,N/A,https://www.amazon.com/dp/B00TUKLAHI?tag=bgfg-pc-builder-us-20
Thermalright Macho Rev.A(BW) 73.6 CFM CPU Cooler,,,300 - 1300 RPM,15 - 21 dB,N/A,https://www.amazon.com/s?k=Thermalright+Macho+Rev.A%28BW%29+73.6+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
LEPA EXllusion 240 81.1 CFM Liquid CPU Cooler,4.0,,500 - 1800 RPM,14 - 30 dB,N/A,https://www.amazon.com/s?k=LEPA+EXllusion+240+81.1+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
CRYORIG A80 128 CFM Liquid CPU Cooler,4.0,$149.99,600 - 1850 RPM,13 - 38 dB,N/A,https://www.amazon.com/dp/B0177GTSMA?tag=bgfg-pc-builder-us-20
Cooler Master X6 59.5 CFM CPU Cooler,,,600 - 1900 RPM,8 - 27 dB,N/A,https://www.amazon.com/s?k=Cooler+Master+X6+59.5+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright AXP-100 Muscle 44.5 CFM CPU Cooler,4.5,,900 - 2500 RPM,22 - 30 dB,N/A,https://www.amazon.com/s?k=Thermalright+AXP-100+Muscle+44.5+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ARCTIC Freezer i32 CO CPU Cooler,4.0,,N/A,N/A,N/A,https://www.amazon.com/s?k=ARCTIC+Freezer+i32+CO+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool CAPTAIN 240 WHITE 182.24 CFM Liquid CPU Cooler,4.6,,600 - 2200 RPM,17.6 - 39.29 dB,N/A,https://www.amazon.com/s?k=Deepcool+CAPTAIN+240+WHITE+182.24+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING IS-25 21.8 CFM CPU Cooler,,,800 - 2700 RPM,14 - 23 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+IS-25+21.8+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-204 60.7 CFM CPU Cooler,,,800 - 1800 RPM,16.2 - 29.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-204+60.7+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Reeven Justice 82.1 CFM Sleeve Bearing CPU Cooler,,$50.80,300 - 1500 RPM,4 - 29.8 dB,N/A,https://www.amazon.com/dp/B0752THQ73?tag=bgfg-pc-builder-us-20
CRYORIG A40 83 CFM Liquid CPU Cooler,4.7,,600 - 2200 RPM,13 - 37 dB,N/A,https://www.amazon.com/s?k=CRYORIG+A40+83+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright AXP-100R 44.5 CFM CPU Cooler,,,900 - 2500 RPM,22 - 30 dB,N/A,https://www.amazon.com/s?k=Thermalright+AXP-100R+44.5+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING DK-01 45.3 CFM CPU Cooler,,,800 - 2500 RPM,12 - 28.8 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+DK-01+45.3+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-214X 60.7 CFM CPU Cooler,,,1800 RPM,16.2 - 29.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-214X+60.7+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-902 38.5 CFM CPU Cooler,,,600 - 2200 RPM,14 - 23.8 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-902+38.5+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Silverstone SST-AR07 93 CFM CPU Cooler,,$47.41,800 - 1500 RPM,16.5 - 30.8 dB,N/A,https://www.amazon.com/dp/B01BVC8J4E?tag=bgfg-pc-builder-us-20
Deepcool CAPTAIN 120 WHITE 91.12 CFM Liquid CPU Cooler,5.0,,600 - 2200 RPM,17.6 - 39.29 dB,N/A,https://www.amazon.com/s?k=Deepcool+CAPTAIN+120+WHITE+91.12+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING FROSTFLOW 240L-R 84.5 CFM Liquid CPU Cooler,4.0,,800 - 2000 RPM,20 - 38.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+FROSTFLOW+240L-R+84.5+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Reeven Okeanos 63.8 CFM Sleeve Bearing CPU Cooler,,,300 - 1800 RPM,4 - 23.6 dB,N/A,https://www.amazon.com/s?k=Reeven+Okeanos+63.8+CFM+Sleeve+Bearing+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool CAPTAIN360EX 229.56 CFM Liquid CPU Cooler,2.5,,500 - 1800 RPM,17.6 - 31.3 dB,N/A,https://www.amazon.com/s?k=Deepcool+CAPTAIN360EX+229.56+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Silverstone NT08-115X 47 CFM CPU Cooler,,,1200 - 3500 RPM,21.56 - 62.88 dB,N/A,https://www.amazon.com/s?k=Silverstone+NT08-115X+47+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ARCTIC Alpine 20 PLUS CO CPU Cooler,,,600 - 2200 RPM,N/A,N/A,https://www.amazon.com/s?k=ARCTIC+Alpine+20+PLUS+CO+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK EREBOSS CORE EDITION Fanless CPU Cooler,,,N/A,0 dB,N/A,https://www.amazon.com/s?k=RAIJINTEK+EREBOSS+CORE+EDITION+Fanless+CPU+Cooler&tag=bgfg-pc-builder-us-20
Alpenföhn ATLAS 63.63 CFM CPU Cooler,,,400 - 1800 RPM,8 - 24.3 dB,N/A,https://www.amazon.com/s?k=Alpenf%C3%B6hn+ATLAS+63.63+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermaltake Engine 27 9.2 CFM CPU Cooler,4.0,,1500 - 2500 RPM,13 - 25 dB,N/A,https://www.amazon.com/s?k=Thermaltake+Engine+27+9.2+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
FSP Group Windale 6 60 CFM CPU Cooler,,,600 - 1600 RPM,32 dB,N/A,https://www.amazon.com/s?k=FSP+Group+Windale+6+60+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ARCTIC Freezer 33 eSports Edition (Black/Yellow) CPU Cooler,,,200 - 1800 RPM,24.4 dB,N/A,https://www.amazon.com/s?k=ARCTIC+Freezer+33+eSports+Edition+%28Black%2FYellow%29+CPU+Cooler&tag=bgfg-pc-builder-us-20
ARCTIC Freezer 33 eSports Edition (Black/Green) CPU Cooler,,,200 - 1800 RPM,24.4 dB,N/A,https://www.amazon.com/s?k=ARCTIC+Freezer+33+eSports+Edition+%28Black%2FGreen%29+CPU+Cooler&tag=bgfg-pc-builder-us-20
Zalman CNPS8X Optima CPU Cooler,,$24.26,1200 - 2100 RPM,18.2 - 30 dB,N/A,https://www.amazon.com/dp/B017EVR67W?tag=bgfg-pc-builder-us-20
Deepcool CAPTAIN 240EX RGB WH 153.04 CFM Liquid CPU Cooler,4.2,,500 - 1800 RPM,17.6 - 31.3 dB,White / Black,https://www.amazon.com/s?k=Deepcool+CAPTAIN+240EX+RGB+WH+153.04+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
RAIJINTEK LETO R 67 CFM CPU Cooler,,$19.99,800 - 1800 RPM,29 dB,Black / Red,https://www.amazon.com/s?k=RAIJINTEK+LETO+R+67+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING AURAFLOW 120 74.5 CFM Liquid CPU Cooler,,,700 - 1800 RPM,18 - 35.2 dB,Black,https://www.amazon.com/s?k=ID-COOLING+AURAFLOW+120+74.5+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Scythe SCBYK-1000 46.55 CFM CPU Cooler,,,300 - 2300 RPM,7.2 - 28.26 dB,Silver / Black,https://www.amazon.com/s?k=Scythe+SCBYK-1000+46.55+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Antec Mercury 240 73.31 CFM Liquid CPU Cooler,,,900 - 1800 RPM,30 dB,Black / White,https://www.amazon.com/s?k=Antec+Mercury+240+73.31+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Rosewill PB240 53.4 CFM Liquid CPU Cooler,5.0,,600 - 1800 RPM,34.1 dB,Black,https://www.amazon.com/s?k=Rosewill+PB240+53.4+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright AXP-100RH CPU Cooler,,$129.00,900 - 2500 RPM,N/A,Black / Red,https://www.amazon.com/dp/B01N188QIS?tag=bgfg-pc-builder-us-20
Cooler Master MasterLiquid ML240 RGB (TR4 Edition) 66.7 CFM Liquid CPU Cooler,,,650 - 2000 RPM,6 - 30 dB,Black,https://www.amazon.com/s?k=Cooler+Master+MasterLiquid+ML240+RGB+%28TR4+Edition%29+66.7+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Enermax Liqfusion 360 62.1 CFM Liquid CPU Cooler,,$113.99,500 - 2000 RPM,14 - 28 dB,Black,https://www.amazon.com/dp/B07N6ZX438?tag=bgfg-pc-builder-us-20
Silverstone Tundra SST-TD02-LITE-V2 92.5 CFM Liquid CPU Cooler,,,1500 - 2500 RPM,18 - 35 dB,Black / White,https://www.amazon.com/s?k=Silverstone+Tundra+SST-TD02-LITE-V2+92.5+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING IS-50X 53.6 CFM CPU Cooler,,,600 - 1600 RPM,13.8 - 30.2 dB,Black,https://www.amazon.com/s?k=ID-COOLING+IS-50X+53.6+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
upHere CC1201 Red 49.7 CFM Liquid CPU Cooler,,,600 - 1700 RPM,16.1 - 27.7 dB,Black / White,https://www.amazon.com/s?k=upHere+CC1201+Red+49.7+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Rosewill ROCC-17001 CPU Cooler,5.0,,1500 - 2500 RPM,13 - 25 dB,Silver,https://www.amazon.com/s?k=Rosewill+ROCC-17001+CPU+Cooler&tag=bgfg-pc-builder-us-20
SilentiumPC Navis RGB 360 Liquid CPU Cooler,,,500 - 1600 RPM,N/A,Black / White,https://www.amazon.com/s?k=SilentiumPC+Navis+RGB+360+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Reeven Justice II 50.93 CFM CPU Cooler,,,300 - 1200 RPM,5.83 - 25.1 dB,Black / Silver,https://www.amazon.com/s?k=Reeven+Justice+II+50.93+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
In Win SR24 101.5 CFM Liquid CPU Cooler,,$135.26,500 - 2500 RPM,23 dB,Black,https://www.amazon.com/dp/B088B1ZT2L?tag=bgfg-pc-builder-us-20
RAIJINTEK EOS 240 RBW 75 CFM Liquid CPU Cooler,4.0,$88.50,800 - 1800 RPM,28 dB,Black,https://www.amazon.com/dp/B0846MCPPB?tag=bgfg-pc-builder-us-20
RAIJINTEK EOS 360 RBW 75 CFM Liquid CPU Cooler,,$99.90,800 - 1800 RPM,28 dB,Black,https://www.amazon.com/dp/B0846MS29L?tag=bgfg-pc-builder-us-20
In Win SR36 101.5 CFM Liquid CPU Cooler,,$159.00,500 - 2500 RPM,23 dB,Black,https://www.amazon.com/dp/B088BF811K?tag=bgfg-pc-builder-us-20
Thermalright Assassin King 120 Plus 66.17 CFM CPU Cooler,,,1500 RPM,25.6 dB,Black / Silver,https://www.amazon.com/s?k=Thermalright+Assassin+King+120+Plus+66.17+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cougar AQUA 70.64 CFM Liquid CPU Cooler,,,600 - 1800 RPM,35 dB,Black,https://www.amazon.com/s?k=Cougar+AQUA+70.64+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
GAMDIAS CHIONE E1 55 CFM Liquid CPU Cooler,,,1500 RPM,N/A,Black,https://www.amazon.com/s?k=GAMDIAS+CHIONE+E1+55+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
GAMDIAS CHIONE E2 48.16 CFM Liquid CPU Cooler,,,1200 - 2400 RPM,N/A,Black,https://www.amazon.com/s?k=GAMDIAS+CHIONE+E2+48.16+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermalright Assassin X Plus 66.17 CFM CPU Cooler,,,1500 RPM,25.6 dB,Black / Silver,https://www.amazon.com/s?k=Thermalright+Assassin+X+Plus+66.17+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Vetroo U6 Pro 58.2 CFM CPU Cooler,4.0,$49.99,700 - 1500 RPM,18.1 - 30.5 dB,White,https://www.amazon.com/dp/B0B1LQZ25L?tag=bgfg-pc-builder-us-20
Thermaltake Engine 17 8.9 CFM CPU Cooler,,$59.99,1500 - 2500 RPM,11 - 23 dB,Silver,https://www.amazon.com/dp/B07FKCQVXB?tag=bgfg-pc-builder-us-20
ID-COOLING DK-17 PWM 45.8 CFM CPU Cooler,,,600 - 2200 RPM,14.2 - 25.8 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+DK-17+PWM+45.8+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING DK-15 PWM 40.35 CFM CPU Cooler,,,600 - 2000 RPM,14.2 - 26.5 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+DK-15+PWM+40.35+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING DK-03i PWM BLUE 61.5 CFM CPU Cooler,,,500 - 1800 RPM,16 - 20.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+DK-03i+PWM+BLUE+61.5+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING DK-01T 38.5 CFM CPU Cooler,,,2200 RPM,23.8 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+DK-01T+38.5+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING IS-50 MAX RGB 56.5 CFM CPU Cooler,,,900 - 2000 RPM,16 - 31.5 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+IS-50+MAX+RGB+56.5+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-914-XT BASIC V2 45.8 CFM CPU Cooler,,,600 - 2200 RPM,N/A,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-914-XT+BASIC+V2+45.8+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-224-XT BLACK V2 76.16 CFM CPU Cooler,,,700 - 1800 RPM,15.2 - 35.2 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-224-XT+BLACK+V2+76.16+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-802-SD 28.7 CFM CPU Cooler,,,2200 RPM,23.3 dB,N/A,https://www.amazon.com/s?k=ID-COOLING+SE-802-SD+28.7+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
In Win Nebula NR24 82.96 CFM Liquid CPU Cooler,,,400 - 1800 RPM,25 dB,Black / White,https://www.amazon.com/s?k=In+Win+Nebula+NR24+82.96+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cooler Master X Dream L115 22.98 CFM CPU Cooler,,,2200 RPM,N/A,N/A,https://www.amazon.com/s?k=Cooler+Master+X+Dream+L115+22.98+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Jonsbo HX6210 45.52 CFM CPU Cooler,,,800 - 2300 RPM,20 - 31.6 dB,Black,https://www.amazon.com/s?k=Jonsbo+HX6210+45.52+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Noua Sub-Zero AT240 61.5 CFM Liquid CPU Cooler,,,800 - 2000 RPM,31 dB,Black,https://www.amazon.com/s?k=Noua+Sub-Zero+AT240+61.5+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Noua Arcade 62.47 CFM CPU Cooler,,,700 - 1800 RPM,37.1 dB,Black,https://www.amazon.com/s?k=Noua+Arcade+62.47+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool LE320 85.85 CFM Liquid CPU Cooler,,,500 - 2250 RPM,32.9 dB,Black,https://www.amazon.com/s?k=Deepcool+LE320+85.85+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermaltake TOUGHLIQUID ARGB 71.69 CFM Liquid CPU Cooler,,,500 - 2500 RPM,28.1 dB,Black,https://www.amazon.com/s?k=Thermaltake+TOUGHLIQUID+ARGB+71.69+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Deepcool CASTLE R 66.4 CFM Liquid CPU Cooler,,,500 - 1800 RPM,32 dB,Black,https://www.amazon.com/s?k=Deepcool+CASTLE+R+66.4+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
In Win SR24 PRO 101.5 CFM Liquid CPU Cooler,,$69.98,500 - 2500 RPM,23 dB,Black,https://www.amazon.com/dp/B08N2X8PL5?tag=bgfg-pc-builder-us-20
ID-COOLING DASHFLOW XT LITE 78.25 CFM Liquid CPU Cooler,,,500 - 2000 RPM,29.85 dB,White,https://www.amazon.com/s?k=ID-COOLING+DASHFLOW+XT+LITE+78.25+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING IS-28i BLACK 40 CFM CPU Cooler,,,800 - 3600 RPM,35.8 dB,Black,https://www.amazon.com/s?k=ID-COOLING+IS-28i+BLACK+40+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING IS-30A BLACK 40 CFM CPU Cooler,,,800 - 3600 RPM,17 - 35.8 dB,Black,https://www.amazon.com/s?k=ID-COOLING+IS-30A+BLACK+40+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING IS-30i BLACK 40 CFM CPU Cooler,,,800 - 3600 RPM,17 - 35.8 dB,Black,https://www.amazon.com/s?k=ID-COOLING+IS-30i+BLACK+40+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-206-XT 76.16 CFM CPU Cooler,,,700 - 1800 RPM,35.2 dB,White,https://www.amazon.com/s?k=ID-COOLING+SE-206-XT+76.16+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-213X-B 61.5 CFM CPU Cooler,,,500 - 1800 RPM,28 dB,Black / Blue,https://www.amazon.com/s?k=ID-COOLING+SE-213X-B+61.5+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-214-XT-RX 74.5 CFM CPU Cooler,,,700 - 1800 RPM,35.2 dB,Red / Black,https://www.amazon.com/s?k=ID-COOLING+SE-214-XT-RX+74.5+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-225-XT 76.16 CFM CPU Cooler,,,700 - 1800 RPM,15.2 - 35.2 dB,Black / Silver,https://www.amazon.com/s?k=ID-COOLING+SE-225-XT+76.16+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
ID-COOLING SE-912i-PWM 28.4 CFM CPU Cooler,,,500 - 1800 RPM,22.8 dB,Black / Silver,https://www.amazon.com/s?k=ID-COOLING+SE-912i-PWM+28.4+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
GAMDIAS BOREAS E2-41D 72.94 CFM CPU Cooler,,,800 - 1800 RPM,10 - 32 dB,White,https://www.amazon.com/s?k=GAMDIAS+BOREAS+E2-41D+72.94+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
PC Cooler DE360 71.86 CFM Liquid CPU Cooler,,,600 - 1850 RPM,16 - 33.8 dB,White,https://www.amazon.com/s?k=PC+Cooler+DE360+71.86+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Ocypus Delta L24 ARGB 73 CFM Liquid CPU Cooler,,,500 - 2000 RPM,29 dB,Black,https://www.amazon.com/s?k=Ocypus+Delta+L24+ARGB+73+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
Ocypus Delta L36 ARGB 73 CFM Liquid CPU Cooler,,,500 - 2000 RPM,29 dB,Black,https://www.amazon.com/s?k=Ocypus+Delta+L36+ARGB+73+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
PC Cooler RZ500 86.73 CFM CPU Cooler,,,500 - 2200 RPM,32 dB,Black,https://www.amazon.com/s?k=PC+Cooler+RZ500+86.73+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Thermaltake ASTRIA 400 ARGB 65 CFM CPU Cooler,,,500 - 1800 RPM,26.8 dB,White,https://www.amazon.com/s?k=Thermaltake+ASTRIA+400+ARGB+65+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Cooler Master MasterLiquid 120 Core II 70.7 CFM Liquid CPU Cooler,,,600 - 1750 RPM,30 dB,Black,https://www.amazon.com/s?k=Cooler+Master+MasterLiquid+120+Core+II+70.7+CFM+Liquid+CPU+Cooler&tag=bgfg-pc-builder-us-20
ENDORFY Fortis 5 Black CPU Cooler,,,N/A,N/A,Black,https://www.amazon.com/s?k=ENDORFY+Fortis+5+Black+CPU+Cooler&tag=bgfg-pc-builder-us-20
Jonsbo CR-1400 DV2 38.2 CFM CPU Cooler,,,800 - 2300 RPM,22.3 - 33.8 dB,White,https://www.amazon.com/s?k=Jonsbo+CR-1400+DV2+38.2+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Evercool EC-NK804A-925EP 47.2 CFM CPU Cooler,,$19.49,2750 RPM,28.2 dB,N/A,https://www.amazon.com/dp/B009D3HJTA?tag=bgfg-pc-builder-us-20
Jonsbo PISA A5 81.27 CFM CPU Cooler,,,800 - 1850 RPM,36.8 dB,Gray,https://www.amazon.com/s?k=Jonsbo+PISA+A5+81.27+CFM+CPU+Cooler&tag=bgfg-pc-builder-us-20
Prolimatech PRO-SAM17 Fanless CPU Cooler,4.5,$69.55,N/A,N/A,N/A,https://www.amazon.com/dp/B003OPW3W6?tag=bgfg-pc-builder-us-20
Dynatron T459 CPU Cooler,,,N/A,N/A,N/A,https://www.amazon.com/s?k=Dynatron+T459+CPU+Cooler&tag=bgfg-pc-builder-us-20
